Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
1362	1258	241	3014	Stephen Cawley	M	M35-39	IRL	PIRANHA TRIATHLON CLUB		01:11:02	00:07:51	05:41:25	00:07:21	04:10:39	11:18:16
1363	1259	258	2301	David Ahedo	M	M30-34	ESP	Berango		01:14:02	00:04:06	05:40:31	00:02:21	04:17:35	11:18:33
1364	1260	107	1780	Jörg Miehling	M	M25-29	DEU	GEH-PUNKT WEIßENBURG		01:08:15	00:03:16	05:25:53	00:02:03	04:39:17	11:18:42
1365	1261	242	2112	Mikkel Schaldemose Dr. Erichsen	M	M35-39	DNK	AARHUS 1900 TRIATHLON		01:18:19	00:08:00	05:41:17	00:05:08	04:06:01	11:18:43
1366	1262	243	197	Uli Wagner	M	M35-39	DEU	SRL KOBLENZ		01:08:00	00:02:25	06:07:27	00:03:45	03:57:15	11:18:49
1367	1263	289	47	Ian Osborne	M	M40-44	GBR	TRIATHLETE EUROPE		01:03:59	00:02:06	05:28:20	00:03:37	04:40:51	11:18:51
1368	1264	83	2520	Quintin Dr. Wright	M	M50-54	GBR	SERPENTINE RC		01:13:40	00:07:33	05:19:56	00:08:47	04:29:06	11:18:59
1369	1265	244	1600	Philip Sloss	M	M35-39	GBR	SERPENTINE RC		01:07:37	00:02:45	05:48:01	00:03:38	04:17:03	11:19:03
1370	1266	243	1801	Philipp Von Holst	M	M45-49	DEU	EINTRACHT FRANKFURT TRIATHLON		01:19:02	00:04:54	05:50:00	00:06:31	03:58:38	11:19:04
1371	1267	259	2575	Frederick Leroux	M	M30-34	FRA	AC BOBIGNY		01:03:22	00:02:57	05:23:18	00:05:18	04:44:14	11:19:07
1372	1268	260	2127	Vincent Josse	M	M30-34	FRA	TRIATHLON CÔTE D'AMOUR		01:03:50	00:04:07	05:41:40	00:07:42	04:22:00	11:19:18
1373	105	10	599	Elke Strakeljahn	F	W45-49	DEU	MARATHON STEINFURT		00:59:53	00:02:27	05:59:14	00:02:25	04:15:24	11:19:21
1374	1269	290	2071	Christian Dr. Götting	M	M40-44	DEU	POST SV NÜRNBERG		01:25:20	00:03:12	05:38:30	00:02:32	04:10:01	11:19:33
1375	1270	244	1223	Stephen Robson	M	M45-49	GBR	London		01:15:10	00:04:10	05:34:09	00:06:08	04:20:05	11:19:40
1376	1271	291	2533	Alfonso Dr. Marin Godoy	M	M40-44	ESP	Cordoba		01:09:40	00:05:23	05:46:01	00:02:07	04:16:39	11:19:48
1377	1272	292	2230	Volker Grötzner	M	M40-44	DEU	TWIN NEUMARKT		01:19:47	00:03:21	05:51:47	00:02:39	04:02:23	11:19:56
1378	1273	84	2714	Thomas Brönner	M	M50-54	DEU	TEAM ULTRASPORTS		01:23:21	00:03:45	05:33:42	00:04:13	04:14:56	11:19:56
1379	106	11	679	Valérie Graziani	F	W45-49	FRA	Mimet		01:27:03	00:06:31	05:43:02	00:03:12	04:00:10	11:19:56
1380	1274	85	2828	Hans-Werner Hack	M	M50-54	DEU	FUNRUNNERS NEUMARKT		01:17:31	00:06:10	05:49:10	00:06:33	04:00:42	11:20:04
1381	1275	293	2406	Dietmar Großmann	M	M40-44	DEU	SV BIETIGHEIM		01:20:31	00:03:57	06:06:24	00:02:51	03:46:28	11:20:10
1382	107	23	693	Sonia Cebrian	F	W35-39	ESP	ECOSPORT ALCOBENDAS		01:08:57	00:04:06	06:01:00	00:03:30	04:02:53	11:20:23
1383	1276	261	2007	Tobias Dittler	M	M30-34	DEU	REMCHINGER BUBE		01:10:14	00:03:15	05:23:42	00:03:45	04:39:34	11:20:29
1384	1277	86	2491	Thomas Fleckenstein	M	M50-54	DEU	TSG KLEINOSTHEIM		01:12:51	00:04:11	05:42:57	00:04:10	04:16:32	11:20:38
1385	1278	245	1494	Michael Mauthofer	M	M45-49	DEU	TV STRULLENDORF		01:13:37	00:04:14	05:27:22	00:01:56	04:33:37	11:20:45
1386	1279	262	2961	Christian Grunenberg	M	M30-34	DEU	TSV NEUSTADT		01:08:00	00:04:31	05:23:59	00:03:02	04:41:37	11:21:06
1387	1280	246	1615	Eyal Dr. Shtern	M	M45-49	ISR	WATER WARLD ISRAEL		01:18:24	00:03:31	05:32:47	00:01:59	04:24:28	11:21:07
1388	108	24	543	Doris Blank	F	W35-39	DEU	TSG 08 ROTH		01:05:37	00:02:12	05:57:59	00:02:32	04:12:56	11:21:15
1389	109	19	697	Marina Novel	F	W40-44	ITA	POOL SPORT TRIESTE		01:07:29	00:04:52	05:44:23	00:02:22	04:22:12	11:21:16
1390	1281	87	3156	Andreas Bellscheidt	M	M50-54	DEU	WUPPERTAL		01:17:23	00:05:03	05:41:31	00:03:00	04:14:29	11:21:24
1391	1282	245	1624	Oliver Rank	M	M35-39	DEU	UPSOLUT. KOMMUNIKATION		01:12:41	00:04:47	05:38:07	00:04:30	04:21:26	11:21:29
1392	110	25	651	Daniela Rohmann	F	W35-39	DEU	SC BAYER 05 UERDINGEN		01:17:29	00:03:42	05:38:42	00:01:34	04:20:08	11:21:33
1393	1283	294	1663	Torsten Schwerkolt	M	M40-44	DEU	TRIATHLON MÜLHEIM		01:19:15	00:03:52	05:22:12	00:02:05	04:34:12	11:21:34
1394	1284	295	1384	Björn Schaar	M	M40-44	DEU	TRI-BANDITS TSG BERGEDORF		01:00:24	00:02:48	05:17:26	00:01:52	04:59:12	11:21:40
1395	1285	88	1029	Andreas Lercher	M	M50-54	ITA	WAVE TRI TEAM TS WÖRGL		01:17:10	00:03:42	05:21:25	00:02:15	04:37:17	11:21:48
1396	1286	263	970	Eoin Mc Donald	M	M30-34	IRL	TEAM MARTELLO		00:57:41	00:01:48	05:11:30	00:01:20	05:09:35	11:21:51
1397	111	20	634	Isabell Lünig	F	W40-44	DEU	RSC KIRRLACH TRIATHLON		01:23:32	00:03:48	06:06:47	00:02:00	03:45:47	11:21:51
1398	1287	16	2214	Uwe-Jens Dr. Gille	M	M55-59	DEU	VFR WILSCHE-NEUBOKEL		01:26:52	00:05:13	05:42:09	00:05:56	04:01:48	11:21:56
1399	1288	247	1166	Joachim Scheuring	M	M45-49	DEU	TEAM ERDINGER ALKOHOLFREI		01:13:47	00:03:43	05:23:50	00:04:19	04:36:22	11:21:59
1400	1289	248	1398	Benoît Gueneau	M	M45-49	FRA	ST RAPHAEL TRIATHLON		01:10:57	00:03:47	05:15:54	00:03:00	04:48:24	11:22:00
1401	1290	249	2165	Fernando Prof. Holguin	M	M45-49	MEX	SERPENTINE RC		01:20:14	00:04:17	05:38:03	00:02:40	04:16:54	11:22:06
1402	1291	296	2074	Jose March Al-Lal Baeza	M	M40-44	ESP	COMPLUTUM TRIATLÓN		01:10:17	00:03:48	05:54:50	00:05:09	04:08:05	11:22:08
1403	1292	250	2318	Björn Maywald	M	M45-49	DEU	BLEXER TB		01:08:58	00:04:29	05:27:50	00:04:43	04:36:09	11:22:08
1404	1293	108	2768	Jeff Smeyers	M	M25-29	BEL	'T GESNEEJE BROOD		01:09:02	00:05:05	05:16:46	00:02:19	04:48:59	11:22:09
1405	1294	264	1283	Christian Wöhler	M	M30-34	DEU	Aidling		01:21:09	00:04:13	05:46:14	00:02:26	04:08:13	11:22:13
1406	1295	251	2753	Olaf Breil	M	M45-49	DEU	TRISPORT ERDING		01:15:11	00:04:48	05:34:54	00:03:37	04:23:49	11:22:17
1407	1296	297	1764	Blake Summers	M	M40-44	ZAF	East London		01:19:29	00:04:16	05:30:28	00:04:01	04:24:09	11:22:22
1408	1297	246	217	Dietrich Sullmann	M	M35-39	ITA	TRIMAGO TRAINING		01:03:51	00:03:16	05:31:39	00:03:01	04:40:39	11:22:25
1409	1298	252	1474	Mariano Dr. Catalan Serrano	M	M45-49	ESP	C.T. VOLVO - STIHL		01:09:12	00:05:15	05:34:01	00:04:34	04:29:26	11:22:26
1410	1299	298	2382	Jens Wiese	M	M40-44	DEU	Ottobrunn		01:14:13	00:04:17	05:48:36	00:03:30	04:11:54	11:22:28
1411	1300	299	3172	Alon Raz	M	M40-44	ISR	WATER WARLD ISRAEL		01:31:27	00:07:50	05:51:47	00:08:59	03:42:28	11:22:30
1412	1301	247	2685	Noraneath Phlek	M	M35-39	FRA	Paris 19		01:19:50	00:06:13	05:48:01	00:04:59	04:03:31	11:22:32
1413	1302	300	1540	Joerg Wormser	M	M40-44	DEU	FAHRRAD DRESEL		01:17:51	00:06:07	05:52:19	00:04:34	04:01:45	11:22:34
1414	1303	301	984	Matthias Biemann	M	M40-44	DEU	SG WASSERRATTEN NORDERSTEDT		01:18:28	00:04:00	05:37:54	00:03:20	04:18:58	11:22:38
1415	1304	253	2778	Christer Blomqvist	M	M45-49	SWE	Gislaved		01:10:03	00:02:38	05:18:44	00:02:10	04:49:08	11:22:41
1416	112	28	610	Nadja Kaeser	F	W30-34	CHE	FREERADICALS		01:03:42	00:03:07	05:58:28	00:02:15	04:15:16	11:22:46
1417	1305	302	1222	David Sims	M	M40-44	AUS	Minato-Ku		01:07:15	00:03:09	05:30:20	00:04:28	04:37:38	11:22:47
1418	1306	254	2175	Guido Schonnop	M	M45-49	DEU	BRANDER SV TRI TEAM		01:11:17	00:03:06	05:34:11	00:04:06	04:30:14	11:22:51
1419	1307	255	2216	Hanan Prof. Edri	M	M45-49	ISR	ISRAEL		01:21:40	00:05:24	05:49:20	00:04:32	04:01:58	11:22:52
1420	1308	303	1389	Stephan Karau	M	M40-44	DEU	TSV FRICKENHAUSEN		01:13:07	00:04:55	05:58:26	00:02:22	04:04:04	11:22:52
1421	1309	248	2156	Jean-François Dr. Druon	M	M35-39	FRA	TEAM DRT		01:20:25	00:03:08	05:48:46	00:02:17	04:08:23	11:22:57
1422	1309	89	1853	Henry Doerks	M	M50-54	DEU	TEAM ARNDT		01:23:47	00:02:16	05:18:06	00:03:14	04:35:36	11:22:57
1423	1311	265	2583	Christian Stadtmüller	M	M30-34	DEU	TV GOLDBACH		01:09:47	00:02:51	05:34:17	00:01:54	04:34:13	11:23:00
1424	1312	90	2155	Eric Griselain	M	M50-54	FRA	TRIATHLON CLUB DE LIEVIN		01:18:15	00:04:46	05:34:46	00:05:07	04:20:09	11:23:00
1425	1313	249	2516	Jeffrey Dr. Ponke	M	M35-39	CAN	Caledon		01:10:49	00:05:59	05:56:47	00:04:18	04:05:37	11:23:28
1426	1314	256	1566	Markus Schu	M	M45-49	DEU	LTF MARPINGEN		01:22:35	00:03:23	05:48:58	00:01:52	04:06:43	11:23:29
1427	1315	257	2268	Sven Stättner	M	M45-49	DEU	TRIATHLON TEAM BUXTEHUDE		01:10:52	00:04:31	05:45:42	00:05:04	04:17:33	11:23:42
1428	1316	258	1721	Martin Göb	M	M45-49	DEU	TRI-FORCE FULDA		01:19:51	00:05:43	05:14:34	00:02:14	04:41:25	11:23:45
1429	1317	266	2751	Jörn Kretzschmar	M	M30-34	DEU	GOLD OCHSEN TEAM SSV ULM 1846		01:09:59	00:04:15	05:38:52	00:03:29	04:27:12	11:23:46
1430	1318	304	2797	Torsten Doninger	M	M40-44	DEU	BADISCHE STAHLKOCHER		01:17:48	00:04:57	05:48:31	00:03:40	04:08:56	11:23:50
1431	1319	109	2089	Denis Janker	M	M25-29	DEU	TRISPORT ERDING		01:13:00	00:01:55	05:33:15	00:02:52	04:32:58	11:23:57
1432	113	26	561	Johanna Priglinger	F	W35-39	AUT	TRI TEAM SALZBURG		01:08:55	00:03:31	05:57:53	00:03:15	04:10:26	11:23:58
1433	1320	305	2079	Darren Collier	M	M40-44	GBR	GREATER MANCHESTER FIRE AND RESCUE SERVICE		01:07:33	00:04:47	05:49:49	00:04:20	04:17:41	11:24:08
1434	1321	267	2723	Toni Dr. Pedros Sabater	M	M30-34	ESP	SUHECA.COM TRIATLO		01:02:50	00:04:01	05:58:17	00:04:25	04:14:40	11:24:11
1435	1322	250	2385	Robert Bartsch	M	M35-39	DEU	Trierweiler		01:15:50	00:03:24	05:45:55	00:02:05	04:16:59	11:24:11
1436	1323	259	2388	Pimo Gakenholz	M	M45-49	DEU	SV ALTENCELLE TRI		01:10:06	00:04:21	05:28:40	00:03:45	04:37:24	11:24:13
1437	1324	306	1236	Christian Ramthun	M	M40-44	DEU	LG METTENHEIM		01:13:14	00:04:08	05:34:51	00:02:01	04:30:03	11:24:16
1438	1325	91	1756	Franz Schrögendorfer	M	M50-54	AUT	TRIRUN LINZ		01:15:07	00:05:05	05:34:36	00:05:24	04:24:07	11:24:16
1439	1326	307	1281	Günther Schmid	M	M40-44	DEU	TRI TEAM NO NAME		01:16:00	00:03:31	05:36:13	00:02:27	04:26:15	11:24:25
1440	1327	260	2282	Dieter Bitz	M	M45-49	DEU	TSG WIESLOCH		01:26:58	00:03:41	05:34:06	00:03:27	04:16:16	11:24:26
1441	1328	92	2763	Steve Daniels	M	M50-54	GBR	BEDFORD HARRIERS AC		01:09:19	00:10:06	05:53:21	00:08:13	04:03:31	11:24:28
1442	1329	251	3055	Andrew Dr. Traube	M	M35-39	GBR	HILLINGDON TRIATHLETES		01:09:09	00:06:54	05:54:23	00:03:34	04:10:39	11:24:36
1443	1330	308	1268	Denis Dr. Bacquet	M	M40-44	FRA	IRON TEAM SAINT AMAND		01:08:56	00:05:19	05:46:15	00:05:40	04:18:31	11:24:39
1444	1331	268	1732	Marcel Blagovic	M	M30-34	DEU	München		01:17:40	00:06:37	05:32:56	00:05:24	04:22:05	11:24:40
1445	1332	252	1308	Berend Odink	M	M35-39	NLD	Nootdorp		01:08:12	00:02:59	05:39:01	00:02:18	04:32:16	11:24:44
1446	1333	309	1710	Deniss Gorba	M	M40-44	LVA	TRIPOWER.LV TRIATHLON TEAM		01:21:49	00:03:04	05:47:02	00:02:51	04:10:04	11:24:48
1447	114	5	755	Kathrin Kerkmann	F	W20-24	DEU	TG NEUSS		01:14:20	00:04:08	05:51:05	00:02:16	04:13:02	11:24:48
1448	1334	269	2029	Xaver Jakob	M	M30-34	DEU	SCHREINEREI JAKOB - DENKENDORF		01:19:00	00:03:06	05:31:09	00:04:18	04:27:20	11:24:52
1449	1335	93	1860	Matthias Gratias	M	M50-54	DEU	AVE ALPENCROSSER		01:18:47	00:04:20	05:34:32	00:03:37	04:23:46	11:25:00
1450	115	12	596	Anja Flöter	F	W45-49	DEU	TV FLERKE TRI TEAM		01:05:34	00:04:23	05:38:01	00:04:37	04:32:31	11:25:04
1451	1336	94	2443	Ralf Reichel	M	M50-54	DEU	LG NEURUPPIN		01:19:14	00:04:40	05:54:08	00:03:55	04:03:12	11:25:06
1452	1337	261	2537	Martin Spychiger	M	M45-49	CHE	Basel		01:20:01	00:02:30	05:31:28	00:02:53	04:28:21	11:25:12
1453	1338	310	1169	Ramon Wunsch	M	M40-44	DEU	SV TEUTONIA GROß LAFFERDE		01:18:03	00:04:14	05:44:32	00:02:29	04:15:57	11:25:13
1454	1339	262	1862	Thomas Krause	M	M45-49	DEU	HANNOVER 96 TRIATHLON		01:26:44	00:03:16	05:32:22	00:03:47	04:19:10	11:25:17
1455	1339	253	2684	Peter Stevanka	M	M35-39	SVK	SK ORAVAMAM NIZNA		01:07:15	00:06:43	05:50:46	00:07:20	04:13:16	11:25:17
1456	116	21	579	Monice Stützel	F	W40-44	DEU	UTE MÜCKEL TEAM		01:08:01	00:02:46	05:53:40	00:02:19	04:18:35	11:25:19
1457	1341	110	2041	Philipp Eisel	M	M25-29	DEU	21RUN.COM		01:29:53	00:04:40	05:21:41	00:03:43	04:25:28	11:25:23
1458	117	13	775	Silvia Greger	F	W45-49	DEU	LAG SCHWANDORF		01:16:14	00:04:13	05:46:39	00:03:33	04:14:54	11:25:31
1459	118	22	734	Manuela Zeller	F	W40-44	DEU	Schwandorf		01:21:45	00:03:28	05:38:27	00:04:13	04:17:40	11:25:31
1460	1342	254	2741	Kurt De Wael	M	M35-39	BEL	S&O		01:16:56	00:03:53	05:29:13	00:05:09	04:30:30	11:25:39
1461	119	12	553	Jeanne Hautop Enevoldsen	F	W25-29	DNK	KVIK TRI TEAM		01:12:56	00:03:18	05:44:27	00:03:24	04:21:35	11:25:39
1462	1343	255	1865	Martin Clemens Flatz	M	M35-39	AUT	TRITEAM FRIEDHOFSJODLER		01:15:16	00:03:28	05:33:07	00:02:19	04:31:42	11:25:50
1463	1344	16	2310	Alex Bullermann	M	M20-24	DEU	FEUERWEHR DÜSSELDORF SV		01:15:34	00:02:50	05:40:20	00:02:08	04:25:04	11:25:54
1464	1345	270	2906	Paul Gressung	M	M30-34	DEU	HARDTSEEMAFIA TRIATHLON		01:10:59	00:04:11	06:02:38	00:02:26	04:05:46	11:25:58
1465	1346	256	1754	Sascha Herbig	M	M35-39	DEU	WASPO 08 GÖTTINGEN		01:24:36	00:03:12	05:33:30	00:04:41	04:20:06	11:26:02
1466	1347	263	2462	Claus Liebing	M	M45-49	DEU	TV RIEGEL - TRI TEAM 2010		01:09:56	00:03:46	05:55:05	00:03:20	04:13:59	11:26:03
1467	1348	264	999	Norbert Zimmermann	M	M45-49	DEU	POWERBÄRS REDNITZHEMBACH		01:17:33	00:04:19	05:59:03	00:03:03	04:02:12	11:26:08
1468	1349	265	1926	David Rubenstein	M	M45-49	USA	NAMBAN RENGO		01:11:18	00:05:02	05:36:02	00:03:15	04:30:37	11:26:11
1469	1350	311	205	Olav Niedieck	M	M40-44	DEU	SG WASSERRATTEN NORDERSTEDT		01:05:02	00:02:16	04:54:49	00:02:08	05:22:05	11:26:19
1470	1351	17	2407	Martin Bures	M	M20-24	DEU	TDM FRANKEN		01:04:52	00:04:02	05:36:14	00:03:38	04:37:37	11:26:21
1471	1352	271	2412	Marcus Witter	M	M30-34	DEU	MW SUHL		01:13:19	00:04:48	05:48:08	00:04:57	04:15:12	11:26:22
1472	1353	257	2039	Peter Knorr	M	M35-39	DEU	21RUN.COM		01:14:46	00:06:07	05:50:50	00:04:11	04:10:32	11:26:24
1473	120	13	723	Raquel Dr. Perez Jorda	F	W25-29	ESP	SUHECA.COM TRIATLO		01:19:08	00:04:23	05:54:26	00:03:50	04:04:40	11:26:25
1474	1354	312	2316	Tim Grossmann	M	M40-44	NOR	KRONBERG TIGERS		01:18:23	00:06:38	05:50:22	00:05:16	04:06:00	11:26:37
1475	1355	266	1317	Herbert Loserth	M	M45-49	DEU	GROßMAULJÄGER 2		01:24:23	00:05:13	05:43:36	00:02:33	04:10:56	11:26:40
1476	1356	272	1851	Daniel Dr. Clarke	M	M30-34	GBR	MERSEY TRI		01:11:35	00:02:10	05:35:43	00:02:26	04:34:50	11:26:41
1477	1357	258	2880	Sascha Wirfs	M	M35-39	DEU	LC OLYMPIA WIESBADEN		01:12:32	00:03:57	05:42:40	00:02:54	04:24:46	11:26:46
1478	121	3	627	Angela Meissner	F	W50-54	DEU	EOSC OFFENBACH		01:34:44	00:04:33	05:52:47	00:03:13	03:51:33	11:26:47
1479	1358	95	2080	Roger Solich	M	M50-54	DEU	ASV KÖLN TRIATHLON		01:22:16	00:03:20	05:53:41	00:02:15	04:05:22	11:26:51
1480	1359	273	2423	Tobias Hemmann	M	M30-34	DEU	SSV FSG EISENBERG		01:19:52	00:03:30	05:52:18	00:02:39	04:08:39	11:26:55
1481	1360	259	2339	Akos Majzer	M	M35-39	DEU	NEVER WALK ALONE		01:04:30	00:03:25	05:41:57	00:02:42	04:34:27	11:26:59
1482	122	27	699	Ines Sandbote	F	W35-39	DEU	TVE GREVEN TRIATHLON		01:07:18	00:03:46	05:59:47	00:02:33	04:13:39	11:27:01
1483	1361	260	1942	Olaf Von Boehn	M	M35-39	DEU	Adenbüttel		01:29:30	00:03:42	05:12:36	00:04:51	04:36:28	11:27:05
1484	1362	313	2706	Emmanuel Charnal	M	M40-44	FRA	CRV LYON TRIATHLON		01:06:34	00:08:36	05:48:37	00:07:09	04:16:17	11:27:11
1485	1363	267	1279	Gunther Dr. Wellhausen	M	M45-49	DEU	München		01:14:33	00:03:44	05:29:36	00:02:41	04:36:45	11:27:18
1486	1364	268	1776	Hubert Bittl	M	M45-49	DEU	LG STADTWERKE MÜNCHEN		01:15:14	00:07:58	05:43:38	00:03:15	04:17:25	11:27:28
1487	1365	96	2002	Klaus-Jürgen Bittermann	M	M50-54	DEU	TRI CLUB WUPPERTAL		01:20:21	00:03:38	05:34:38	00:03:46	04:25:18	11:27:39
1488	123	29	749	Bärbel Schmid	F	W30-34	DEU	TRISTAR REGENSBURG		01:13:29	00:03:36	05:52:32	00:07:26	04:10:43	11:27:43
1489	1366	269	2068	Oliver Gilbert	M	M45-49	DEU	SPIRIDON FRANKFURT		01:39:56	00:06:29	05:50:43	00:03:57	03:46:40	11:27:44
1490	1367	270	3030	Andreas Schaffrath	M	M45-49	DEU	TRIATHLON TEAM INDELAND		01:22:41	00:04:21	05:42:25	00:03:34	04:14:45	11:27:44
1491	124	14	538	Sabine Timm	F	W45-49	DEU	TRIAS HILDESHEIM		01:23:00	00:02:53	05:37:25	00:02:09	04:22:23	11:27:49
1492	125	23	547	Christiane Bader	F	W40-44	DEU	TSV BAYER 04 LEVERKUSEN		01:14:46	00:04:42	05:51:20	00:03:20	04:13:44	11:27:50
1493	1368	271	2815	Amit Carmi	M	M45-49	ISR	Shoham		01:21:06	00:10:41	05:57:59	00:05:00	03:53:09	11:27:52
1494	1369	111	354	Michael Sternberg	M	M25-29	DEU	1. TRI-CLUB PADERBORN		01:04:39	00:02:15	05:19:29	00:02:11	04:59:22	11:27:53
1495	1370	272	2109	Rainer Thomas	M	M45-49	DEU	SCC BERLIN TRIATHLON		01:30:37	00:06:37	05:53:21	00:03:59	03:53:22	11:27:55
1496	126	28	603	Claudia Richter	F	W35-39	DEU	BAD HOMBURGER SCHWIMM-CLUB		01:09:32	00:02:41	05:47:31	00:03:35	04:24:49	11:28:06
1497	1371	314	1465	Miroslav Capousek	M	M40-44	CZE	3D FITNESS RACE TEAM		00:59:41	00:03:14	05:23:24	00:03:19	04:58:45	11:28:21
1498	1372	315	1935	Michael Gurn	M	M40-44	DEU	SCW MÜNCHEN TRIATHLON		01:11:27	00:03:51	05:43:18	00:03:10	04:26:49	11:28:34
1499	1373	316	3184	Michael Posegga	M	M40-44	DEU	HANNOVER 96 TRIATHLON		01:21:21	00:05:58	05:39:16	00:03:21	04:18:43	11:28:36
1500	1374	317	2332	Andrey Andriyanov	M	M40-44	RUS	Moscow		01:16:25	00:05:18	05:55:00	00:07:42	04:04:13	11:28:37
1501	1375	273	1162	Ben-Alexander Altendorf	M	M45-49	DEU	BSV FRIESEN		01:14:56	00:03:32	05:34:51	00:06:49	04:28:34	11:28:40
1502	1376	274	2940	Stefan Ludwig	M	M45-49	DEU	Fritzlar		01:34:33	00:06:19	05:45:19	00:06:16	03:56:18	11:28:43
1503	127	24	605	Heike Bug-Schmidt	F	W40-44	DEU	PROWIN INTERNATIONAL		01:23:59	00:03:59	06:00:06	00:01:44	03:59:04	11:28:50
1504	1377	261	2750	Rene Kreibich	M	M35-39	DEU	BLV ROT-WEIß 90		01:03:38	00:03:35	05:27:24	00:04:04	04:50:14	11:28:54
1505	1378	262	2514	Henning Spreu	M	M35-39	DEU	TRI-TEAM SSV ETTLINGEN		01:18:24	00:04:53	05:50:12	00:02:47	04:12:49	11:29:03
1506	1379	97	1609	Richard Greil	M	M50-54	DEU	POWERBÄRS REDNITZHEMBACH		01:12:54	00:02:45	05:36:02	00:03:05	04:34:20	11:29:05
1507	1380	275	477	Richard Rischman	M	M45-49	USA	TIFFANY		01:08:44	00:04:25	05:27:33	00:01:36	04:46:49	11:29:06
1508	1381	318	3017	Dov Sade	M	M40-44	ISR	WATER WARLD ISRAEL		01:21:28	00:06:31	05:58:30	00:07:00	03:55:48	11:29:14
1509	1382	17	2278	Geert Kruiter	M	M55-59	NLD	Midwolde		01:21:48	00:05:43	05:40:06	00:04:52	04:16:50	11:29:16
1510	1383	112	1531	Kuo-Lin Chu	M	M25-29	AUT	UNION TRI TEAM OBER-GRAFENDORF		01:08:18	00:03:23	05:28:04	00:02:18	04:47:15	11:29:17
1511	1384	319	2635	Torsten Völkel	M	M40-44	DEU	RSV OSTHELDEN		01:22:07	00:05:30	05:40:56	00:02:58	04:17:48	11:29:17
1512	1385	98	2884	Michael Lütke-Bockhorn	M	M50-54	DEU	Münster		01:19:47	00:05:43	05:42:01	00:04:43	04:17:06	11:29:18
1513	1386	274	2691	Tsjeard Dr. Hofstra	M	M30-34	NLD	AV HEERENVEEN		01:27:39	00:05:10	05:49:59	00:04:37	04:02:13	11:29:36
1514	1387	276	1835	Kike Moran	M	M45-49	ESP	ECOSPORT ALCOBENDAS		01:14:57	00:05:10	05:39:50	00:06:07	04:23:36	11:29:38
1515	128	15	512	Marietheres Rudolph-Meier	F	W45-49	DEU	SC ALTENRHEINE		01:11:06	00:04:30	05:50:48	00:04:36	04:18:42	11:29:40
1516	129	29	563	Gwendolyn Bienert	F	W35-39	DEU	Nürnberg		01:21:18	00:03:32	05:51:59	00:03:00	04:09:56	11:29:43
1517	1388	320	2164	Gauthier Vandenbroucke	M	M40-44	FRA	ANGERS TRIATHLON		01:18:16	00:06:25	05:21:12	00:06:33	04:37:27	11:29:52
1518	1389	18	3221	Pascal Mélix	M	M55-59	DEU	BSG HP BÖBLINGEN		01:32:57	00:06:28	05:44:18	00:06:10	04:00:04	11:29:53
1519	1390	263	992	Johannes Lenhart	M	M35-39	DEU	TRIABOLOS TRIATHLON HAMBURG E.V.		01:10:03	00:06:42	05:55:49	00:04:51	04:12:35	11:29:59
1520	1391	321	195	Tony Mcnicholas	M	M40-44	IRL	GALWAY TRIATHLON CLUB		01:04:34	00:03:42	06:04:31	00:04:07	04:13:07	11:30:00
1521	1392	277	1335	Jörg Reckewell	M	M45-49	DEU	Langendorf		00:59:08	00:01:52	05:43:29	00:01:46	04:43:48	11:30:01
1522	1393	99	2781	Thomas Rother	M	M50-54	DEU	AMTV HAMBURG		01:07:39	00:09:45	05:36:39	00:05:25	04:30:39	11:30:06
1523	130	16	601	Yvonne Hein	F	W45-49	DEU	TV GROßWALLSTADT		01:09:06	00:05:11	05:53:22	00:03:08	04:19:27	11:30:13
1524	131	14	705	Amalaswintha Wolfsdorf	F	W25-29	DEU	SERPENTINE RC		01:14:54	00:04:01	05:45:50	00:04:13	04:21:21	11:30:16
1525	132	4	1091	Gabriele Schaller	F	W50-54	DEU	POWERBÄRS REDNITZHEMBACH		01:17:17	00:03:48	05:47:48	00:04:27	04:17:10	11:30:28
1526	1394	275	2252	Michael Wacker	M	M30-34	DEU	Meerbusch		01:12:45	00:02:38	05:17:18	00:04:20	04:53:44	11:30:43
1527	1395	322	1998	Alois Pichler	M	M40-44	AUT	CLR SAUWALD SPORTSTEAM.AT		01:25:22	00:03:33	05:49:16	00:02:24	04:10:11	11:30:45
1528	133	17	825	Bettina Hiebl	F	W45-49	DEU	SC PRINZ EUGEN MÜNCHEN		01:10:26	00:02:58	05:46:49	00:02:12	04:28:25	11:30:48
1529	134	25	740	Simone Blumoser	F	W40-44	DEU	TRISPORT ERDING		01:16:25	00:04:42	06:00:10	00:04:06	04:05:27	11:30:48
1530	1396	264	2249	Frank Weselmann	M	M35-39	DEU	HANNOVER 96 TRIATHLON		01:03:01	00:03:44	05:41:48	00:04:06	04:38:16	11:30:53
1531	1397	278	1021	Walter Felber	M	M45-49	AUT	WAVE TRI TEAM TS WÖRGL		01:13:35	00:03:52	05:41:45	00:03:14	04:28:44	11:31:08
1532	1398	279	1235	Gert Dr. Terlouw	M	M45-49	NLD	TTB		00:55:49	00:04:32	05:24:01	00:06:02	05:00:48	11:31:09
1533	1399	276	1976	Tobias Kastner	M	M30-34	DEU	TEAM ERDINGER ALKOHOLFREI		01:26:38	00:02:58	05:53:42	00:02:34	04:05:24	11:31:14
