総合順位	No.	氏名	性別	居住地	総合記録	スイムラップ	S順	バイクラップ	B順	スプリット	通過	ランラップ	R順
484	50088	藤井 淳	男	神奈川県	2:58:30	0:34:24	563	1:31:24	577	2:05:48	570	0:52:42	384
485	35090	武村 良平	男	東京都	2:58:33	0:33:49	518	1:28:08	460	2:01:57	467	0:56:36	535
486	35117	野澤 健男	男	神奈川県	2:58:34	0:32:03	382	1:25:26	328	1:57:29	335	1:01:05	663
487	55006	大塚 美智也	男	熊本県	2:58:39	0:37:03	728	1:28:20	473	2:05:23	558	0:53:16	407
488	35143	細野 貴志	男	東京都	2:58:40	0:30:42	288	1:29:04	496	1:59:46	391	0:58:54	596
489	45178	山田 正	男	長野県	2:58:48	0:30:49	298	1:31:13	570	2:02:02	469	0:56:46	538
490	25049	新川 拓	男	東京都	2:58:49	0:28:44	177	1:32:43	624	2:01:27	452	0:57:22	561
491	25050	末廣 亮太	男	千葉県	2:58:51	0:33:45	515	1:35:12	698	2:08:57	643	0:49:54	251
492	45176	山下 茂樹	男	神奈川県	2:58:55	0:35:42	638	1:31:05	564	2:06:47	597	0:52:08	361
493	50103	山崎 裕二	男	神奈川県	2:59:00	0:30:27	276	1:34:49	684	2:05:16	557	0:53:44	421
494	55012	小山 修	男	茨城県	2:59:11	0:34:24	562	1:31:41	584	2:06:05	576	0:53:06	398
495	45070	斎藤 一郎	男	東京都	2:59:20	0:35:40	634	1:31:35	580	2:07:15	608	0:52:05	357
496	40159	中野 浩	男	神奈川県	2:59:22	0:28:31	164	1:32:41	621	2:01:12	446	0:58:10	582
497	45165	宮崎 幸治	男	神奈川県	2:59:23	0:32:41	425	1:26:37	389	1:59:18	379	1:00:05	637
498	45504	川上 由美子	女	神奈川県	2:59:24	0:36:02	666	1:33:29	647	2:09:31	655	0:49:53	250
499	40048	植野 成昭	男	東京都	2:59:25	0:33:13	460	1:36:56	742	2:10:09	674	0:49:16	221
500	35040	織田 康宏	男	神奈川県	2:59:27	0:29:40	231	1:34:07	664	2:03:47	526	0:55:40	504
501	35026	上田 元治	男	東京都	2:59:47	0:32:40	424	1:27:24	435	2:00:04	401	0:59:43	628
502	60504	野上 ジエラルディン	女	東京都	2:59:56	0:31:08	319	1:30:17	541	2:01:25	451	0:58:31	589
503	35046	加藤 素文	男	静岡県	3:00:08	0:32:55	434	1:27:08	420	2:00:03	400	1:00:05	636
504	40210	持丸 常人	男	東京都	3:00:08	0:28:40	171	1:30:20	546	1:59:00	372	1:01:08	665
505	35508	桑山 安代	女	東京都	3:00:09	0:33:36	498	1:22:24	214	1:56:00	294	1:04:09	738
506	35032	岡本 鉄平	男	東京都	3:00:14	0:40:02	833	1:28:30	477	2:08:32	634	0:51:42	337
507	50505	末光 浩美	女	愛媛県	3:00:14	0:32:40	422	1:25:41	341	1:58:21	355	1:01:53	686
508	40114	島田 典昭	男	東京都	3:00:19	0:33:59	535	1:32:55	627	2:06:54	598	0:53:25	411
509	40116	清水 幸平	男	神奈川県	3:00:22	0:35:21	619	1:28:24	476	2:03:45	525	0:56:37	536
510	40015	青木 秀夫	男	東京都	3:00:30	0:33:21	475	1:24:38	304	1:57:59	348	1:02:31	699
511	35087	高原 宏明	男	神奈川県	3:00:41	0:31:31	342	1:35:12	697	2:06:43	594	0:53:58	432
512	40069	亀井 和利	男	神奈川県	3:00:53	0:40:24	841	1:22:29	219	2:02:53	499	0:58:00	578
513	45033	大津 伸一	男	神奈川県	3:00:56	0:34:48	585	1:30:19	542	2:05:07	552	0:55:49	510
514	35110	中山 誠基	男	東京都	3:00:57	0:36:21	685	1:23:36	263	1:59:57	398	1:01:00	658
515	45167	村山 和宏	男	愛知県	3:01:02	0:37:22	745	1:30:05	531	2:07:27	615	0:53:35	415
516	30097	長谷川 哲	男	神奈川県	3:01:03	0:32:59	442	1:24:46	312	1:57:45	344	1:03:18	719
517	25061	登地 秀壮	男	愛知県	3:01:06	0:34:56	596	1:34:16	670	2:09:12	651	0:51:54	349
518	25055	泰地 雄也	男	神奈川県	3:01:10	0:35:14	612	1:24:56	314	2:00:10	408	1:01:00	657
519	50032	川田 浩	男	山形県	3:01:11	0:35:39	633	1:29:30	511	2:05:09	555	0:56:02	515
520	55502	宮内 昌子	女	東京都	3:01:15	0:35:12	609	1:27:53	453	2:03:05	508	0:58:10	583
521	40163	中村 洋一	男	神奈川県	3:01:17	0:46:47	931	1:23:06	238	2:09:53	666	0:51:24	324
522	50076	中田 康晴	男	神奈川県	3:01:19	0:36:02	667	1:32:21	606	2:08:23	632	0:52:56	391
523	40026	嵐 信明	男	神奈川県	3:01:21	0:31:48	357	1:25:05	318	1:56:53	318	1:04:28	745
524	35170	山口 貴嗣	男	神奈川県	3:01:25	0:32:04	383	1:26:11	365	1:58:15	353	1:03:10	714
525	60008	大石 量俊	男	神奈川県	3:01:34	0:33:36	499	1:28:49	487	2:02:25	484	0:59:09	607
526	45120	徳永 英樹	男	神奈川県	3:01:36	0:35:46	645	1:31:19	573	2:07:05	604	0:54:31	463
527	45034	大塚 邦幸	男	東京都	3:01:43	0:40:28	842	1:22:07	199	2:02:35	490	0:59:08	605
528	35145	堀木 伸一	男	愛知県	3:01:50	0:38:30	787	1:31:33	579	2:10:03	670	0:51:47	341
529	45008	茜ヶ久保 亮太	男	東京都	3:01:50	0:41:19	860	1:25:54	352	2:07:13	606	0:54:37	470
530	35131	引網 善久	男	東京都	3:01:51	0:31:03	316	1:29:35	516	2:00:38	425	1:01:13	667
531	35166	谷井 啓一	男	東京都	3:01:56	0:22:55	17	1:31:52	593	1:54:47	266	1:07:09	796
532	55027	広井 栄一	男	埼玉県	3:01:57	0:38:36	789	1:30:11	539	2:08:47	639	0:53:10	400
533	40160	長濱 徹宏	男	東京都	3:01:59	0:30:56	305	1:32:22	607	2:03:18	514	0:58:41	592
534	50036	菊地 幸夫	男	東京都	3:01:59	0:28:44	176	1:27:41	442	1:56:25	304	1:05:34	767
535	50057	白又 浩	男	神奈川県	3:02:01	0:33:48	517	1:31:10	568	2:04:58	547	0:57:03	552
536	50005	Toews Murray	男	Canadian	3:02:02	0:33:13	458	1:36:25	728	2:09:38	658	0:52:24	371
537	25069	馬場 洋行	男	神奈川県	3:02:17	0:29:47	237	1:31:24	578	2:01:11	444	1:01:06	664
538	40105	佐貫 伸行	男	神奈川県	3:02:20	0:33:40	508	1:26:02	360	1:59:42	390	1:02:38	702
539	30127	吉田 英彰	男	岩手県	3:02:24	0:32:39	420	1:27:44	445	2:00:23	417	1:02:01	690
540	50095	松本 博行	男	神奈川県	3:02:25	0:34:17	558	1:33:00	628	2:07:17	610	0:55:08	486
541	40195	松尾 浩史	男	神奈川県	3:02:29	0:33:02	445	1:31:53	595	2:04:55	544	0:57:34	565
542	45140	平石 儀丈	男	東京都	3:02:33	0:29:53	244	1:38:31	779	2:08:24	633	0:54:09	445
543	35518	能勢 百合子	女	東京都	3:02:35	0:33:16	464	1:31:47	588	2:05:03	550	0:57:32	563
544	40204	水藤 圭行	男	神奈川県	3:02:36	0:25:18	66	1:18:24	103	1:43:42	59	1:18:54	902
545	45188	渡辺 郁也	男	東京都	3:02:40	0:41:00	856	1:27:15	425	2:08:15	628	0:54:25	459
546	50038	木村 敏郎	男	東京都	3:02:42	0:35:25	622	1:30:28	551	2:05:53	571	0:56:49	540
547	45133	野中 博文	男	東京都	3:02:44	0:33:29	487	1:29:35	514	2:03:04	507	0:59:40	624
548	50014	磯田 孝義	男	香川県	3:02:48	0:38:36	790	1:34:49	685	2:13:25	731	0:49:23	227
549	45162	三沢 修	男	東京都	3:02:53	0:35:47	647	1:36:26	730	2:12:13	707	0:50:40	294
550	45507	神野 実千代	女	大阪府	3:02:54	0:36:06	670	1:32:38	620	2:08:44	637	0:54:10	447
551	45097	田上 敏明	男	東京都	3:02:55	0:36:51	719	1:30:10	537	2:07:01	600	0:55:54	513
552	55025	半谷 和祐	男	東京都	3:02:59	0:33:25	481	1:29:35	515	2:03:00	505	0:59:59	634
553	35122	橋口 篤慶	男	東京都	3:03:00	0:37:05	730	1:34:57	691	2:12:02	704	0:50:58	305
554	40137	滝本 雅之	男	神奈川県	3:03:02	0:30:55	304	1:30:01	527	2:00:56	439	1:02:06	692
555	60006	岩田 孝	男	埼玉県	3:03:02	0:32:31	413	1:33:37	652	2:06:08	580	0:56:54	543
556	35160	箕浦 秀樹	男	東京都	3:03:12	0:32:13	392	1:27:42	444	1:59:55	395	1:03:17	717
557	55028	福岡 喜正	男	東京都	3:03:13	0:28:16	148	1:32:24	608	2:00:40	427	1:02:33	700
558	45125	中島 修	男	神奈川県	3:03:19	0:36:25	690	1:32:26	611	2:08:51	641	0:54:28	460
559	35155	三浦 洋	男	神奈川県	3:03:19	0:37:15	739	1:28:52	490	2:06:07	578	0:57:12	557
560	35028	遠藤 皇一	男	神奈川県	3:03:21	0:31:15	325	1:29:41	518	2:00:56	438	1:02:25	697
561	45075	佐藤 健	男	東京都	3:03:24	0:32:01	381	1:27:53	452	1:59:54	394	1:03:30	723
562	45022	伊藤 雅己	男	神奈川県	3:03:27	0:34:05	544	1:28:47	486	2:02:52	498	1:00:35	649
563	50071	常盤 澄穗	男	神奈川県	3:03:29	0:34:16	557	1:29:25	508	2:03:41	524	0:59:48	630
564	40127	砂川 敏晴	男	神奈川県	3:03:38	0:39:28	816	1:23:29	257	2:02:57	501	1:00:41	652
565	40214	八木 英道	男	神奈川県	3:03:40	0:28:14	143	1:36:25	729	2:04:39	540	0:59:01	600
566	30048	堅田 航平	男	東京都	3:03:52	0:37:46	761	1:28:19	471	2:06:05	575	0:57:47	571
567	35036	尾口 修平	男	東京都	3:03:56	0:35:11	608	1:31:45	587	2:06:56	599	0:57:00	550
568	45102	高橋 一成	男	東京都	3:04:00	0:29:42	233	1:34:51	686	2:04:33	539	0:59:27	616
569	40005	Gary Lane	男	USA	3:04:04	0:32:06	387	1:31:15	571	2:03:21	516	1:00:43	653
570	40144	谷淵 伸明	男	神奈川県	3:04:06	0:35:36	632	1:33:51	656	2:09:27	654	0:54:39	472
571	30108	松永 啓史	男	神奈川県	3:04:09	0:36:00	663	1:36:04	721	2:12:04	705	0:52:05	356
572	35523	宮本 理恵子	女	神奈川県	3:04:10	0:31:07	317	1:32:00	599	2:03:07	510	1:01:03	662
573	40081	桐ヶ谷 直人	男	神奈川県	3:04:15	0:34:31	567	1:32:32	616	2:07:03	603	0:57:12	555
574	45077	皿嶋 明彦	男	神奈川県	3:04:27	0:36:23	689	1:31:20	574	2:07:43	620	0:56:44	537
575	60026	守屋 和利	男	東京都	3:04:31	0:34:49	586	1:40:48	817	2:15:37	766	0:48:54	207
576	50008	秋山 実	男	神奈川県	3:04:33	0:32:11	391	1:27:30	436	1:59:41	389	1:04:52	756
577	30124	吉川 元基	男	神奈川県	3:04:34	0:35:42	637	1:37:01	745	2:12:43	716	0:51:51	342
578	50028	上口 恭生	男	神奈川県	3:04:39	0:35:51	654	1:33:06	633	2:08:57	644	0:55:42	506
579	25019	大島 信一	男	東京都	3:04:40	0:35:08	605	1:33:58	661	2:09:06	649	0:55:34	502
580	45110	谷口 英明	男	千葉県	3:04:46	0:32:06	386	1:26:33	384	1:58:39	362	1:06:07	776
581	40226	除村 篤史	男	神奈川県	3:04:48	0:30:54	302	1:32:12	605	2:03:06	509	1:01:42	681
582	35123	橋本 和洋	男	神奈川県	3:04:48	0:28:09	139	1:32:00	598	2:00:09	405	1:04:39	750
583	45104	高橋 宏昭	男	神奈川県	3:04:50	0:38:03	774	1:35:16	702	2:13:19	727	0:51:31	327
584	25040	昆野 健理	男	神奈川県	3:04:52	0:35:03	602	1:22:19	211	1:57:22	328	1:07:30	802
585	40218	山形 隆行	男	東京都	3:04:57	0:35:35	629	1:34:59	692	2:10:34	688	0:54:23	458
586	35075	菅沼 和人	男	神奈川県	3:05:00	0:38:05	775	1:27:34	439	2:05:39	562	0:59:21	612
587	45042	岡本 夏樹	男	東京都	3:05:05	0:35:00	598	1:33:16	640	2:08:16	629	0:56:49	541
588	30110	三林 優	男	東京都	3:05:09	0:24:44	53	1:38:28	778	2:03:12	512	1:01:57	687
589	30087	照井 智也	男	神奈川県	3:05:21	0:35:30	626	1:32:31	615	2:08:01	624	0:57:20	559
590	35124	長谷川 啓	男	神奈川県	3:05:21	0:34:15	556	1:36:00	720	2:10:15	677	0:55:06	484
591	45147	藤井 勝裕	男	神奈川県	3:05:27	0:39:42	826	1:33:07	636	2:12:49	717	0:52:38	382
592	50043	後藤 信一郎	男	東京都	3:05:38	0:46:50	933	1:28:03	456	2:14:53	750	0:50:45	297
593	40012	相澤 薫	男	神奈川県	3:05:45	0:31:56	370	1:29:15	504	2:01:11	445	1:04:34	747
594	35070	茂田 智仁	男	福岡県	3:05:47	0:34:28	564	1:27:38	440	2:02:06	472	1:03:41	729
595	40511	西澤 知子	女	神奈川県	3:05:48	0:29:00	190	1:36:58	743	2:05:58	572	0:59:50	631
596	25057	高橋 航	男	東京都	3:05:49	0:36:21	686	1:26:36	388	2:02:57	500	1:02:52	709
597	30057	北村 眞介	男	東京都	3:05:50	0:40:22	839	1:30:03	529	2:10:25	682	0:55:25	493
598	40096	斉藤 忠司	男	神奈川県	3:05:51	0:35:20	618	1:35:02	693	2:10:22	680	0:55:29	498
599	30061	黒田 泰史	男	神奈川県	3:05:55	0:34:52	590	1:33:29	646	2:08:21	630	0:57:34	566
600	30034	内田 大介	男	神奈川県	3:05:56	0:35:51	655	1:33:55	659	2:09:46	663	0:56:10	521
601	35173	山本 純二	男	神奈川県	3:05:59	0:34:32	568	1:36:55	741	2:11:27	696	0:54:32	464
602	30105	増子 貴紀	男	千葉県	3:06:00	0:29:06	200	1:24:29	294	1:53:35	238	1:12:25	858
603	25091	和田 光弘	男	東京都	3:06:09	0:36:38	705	1:29:49	522	2:06:27	587	0:59:42	627
604	40235	和田 裕康	男	神奈川県	3:06:12	0:30:37	282	1:35:58	719	2:06:35	590	0:59:37	621
605	60005	伊東 豊信	男	神奈川県	3:06:12	0:36:25	692	1:33:34	650	2:09:59	668	0:56:13	526
606	50040	幸得 昭彦	男	神奈川県	3:06:15	0:36:33	699	1:29:08	499	2:05:41	565	1:00:34	648
607	25083	麦島 淳司	男	神奈川県	3:06:25	0:27:46	128	1:26:18	378	1:54:04	244	1:12:21	856
608	30086	寺下 洋平	男	神奈川県	3:06:28	0:34:14	554	1:33:52	658	2:08:06	625	0:58:22	588
609	55021	中辻 真可	男	神奈川県	3:06:32	0:36:35	702	1:25:42	342	2:02:17	480	1:04:15	740
610	70003	佐野 博男	男	東京都	3:06:34	0:30:01	256	1:35:31	708	2:05:32	560	1:01:02	660
611	45087	下越 幸二	男	千葉県	3:06:35	0:31:41	350	1:44:38	872	2:16:19	774	0:50:16	274
612	25025	荻原 龍三	男	東京都	3:06:36	0:38:44	795	1:34:13	668	2:12:57	719	0:53:39	418
613	45069	近藤 真彦	男	東京都	3:06:40	0:37:10	737	1:33:16	639	2:10:26	684	0:56:14	527
614	45105	高橋 義明	男	東京都	3:06:45	0:28:18	150	1:30:33	554	1:58:51	370	1:07:54	811
615	60012	小嶋 健司	男	東京都	3:06:49	0:31:57	374	1:37:55	770	2:09:52	665	0:56:57	545
616	25004	秋庭 順	男	東京都	3:06:53	0:47:01	934	1:34:24	675	2:21:25	832	0:45:28	114
617	30075	菅沼 洋輔	男	東京都	3:06:53	0:32:19	397	1:42:48	852	2:15:07	752	0:51:46	340
618	50084	平本 幸太郎	男	広島県	3:06:54	0:37:56	769	1:34:35	682	2:12:31	713	0:54:23	457
619	45012	浅野 潔	男	神奈川県	3:06:56	0:31:34	345	1:33:35	651	2:05:09	554	1:01:47	683
620	35014	飯田 響	男	東京都	3:07:02	0:37:38	754	1:32:26	613	2:10:04	671	0:56:58	548
621	35168	山口 聡一	男	東京都	3:07:07	0:34:02	540	1:23:21	249	1:57:23	329	1:09:44	833
622	30005	Kasmara Andre	男	Indonesia	3:07:10	0:35:58	661	1:36:21	726	2:12:19	711	0:54:51	480
623	35011	青木 健太郎	男	神奈川県	3:07:12	0:33:05	447	1:27:45	447	2:00:50	434	1:06:22	781
624	30041	大森 守	男	静岡県	3:07:12	0:35:26	623	1:34:34	681	2:10:00	669	0:57:12	556
625	30059	楠 浩明	男	神奈川県	3:07:15	0:34:13	552	1:40:23	806	2:14:36	743	0:52:39	383
626	40011	Theodore Miller	男	USA	3:07:17	0:27:17	111	1:35:21	703	2:02:38	491	1:04:39	749
627	40029	飯田 博明	男	東京都	3:07:18	0:28:42	174	1:44:32	869	2:13:14	723	0:54:04	439
628	35062	小林 司	男	茨城県	3:07:19	0:36:37	704	1:23:37	265	2:00:14	413	1:07:05	794
629	40194	町田 一郎	男	神奈川県	3:07:20	0:34:55	595	1:34:10	665	2:09:05	647	0:58:15	586
630	35077	鈴木 崇久	男	群馬県	3:07:23	0:40:43	849	1:27:10	422	2:07:53	623	0:59:30	619
631	65004	人見 光義	男	神奈川県	3:07:27	0:36:30	696	1:37:16	755	2:13:46	735	0:53:41	419
632	40148	角田 守利	男	神奈川県	3:07:28	0:28:15	147	1:34:54	690	2:03:09	511	1:04:19	742
633	45055	工藤 穣	男	神奈川県	3:07:28	0:44:26	904	1:29:51	524	2:14:17	740	0:53:11	403
634	40129	清家 康之	男	東京都	3:07:58	0:36:17	680	1:30:08	534	2:06:25	585	1:01:33	675
635	25021	大多喜 芳隆	男	神奈川県	3:08:12	0:34:47	583	1:32:41	622	2:07:28	616	1:00:44	654
636	35033	小川 智之	男	東京都	3:08:19	0:45:57	922	1:27:45	448	2:13:42	733	0:54:37	471
637	35522	三原 啓子	女	神奈川県	3:08:21	0:33:30	490	1:40:42	813	2:14:12	738	0:54:09	446
638	55030	森 正範	男	岐阜県	3:08:24	0:31:32	343	1:36:17	723	2:07:49	621	1:00:35	650
639	35045	勝山 弘樹	男	神奈川県	3:08:25	0:36:18	681	1:35:55	716	2:12:13	706	0:56:12	524
640	60011	栗原 功幸	男	東京都	3:08:32	0:34:53	591	1:35:04	695	2:09:57	667	0:58:35	591
641	30090	中東 亮	男	大阪府	3:08:34	0:40:51	854	1:28:20	474	2:09:11	650	0:59:23	614
642	25076	福島 由裕	男	東京都	3:08:35	0:37:55	768	1:35:14	700	2:13:09	721	0:55:26	494
643	55034	渡辺 弘幸	男	東京都	3:08:44	0:36:05	669	1:30:03	528	2:06:08	579	1:02:36	701
644	45131	新妻 豊太	男	東京都	3:08:45	0:30:34	281	1:30:20	545	2:00:54	437	1:07:51	810
645	45106	但野 正行	男	神奈川県	3:08:59	0:32:27	408	1:34:34	680	2:07:01	601	1:01:58	688
646	35015	石川 修	男	神奈川県	3:09:10	0:33:57	530	1:27:48	449	2:01:45	461	1:07:25	801
647	45130	行川 敏正	男	東京都	3:09:24	0:32:44	428	1:34:32	678	2:07:16	609	1:02:08	693
648	35149	町田 進	男	静岡県	3:09:35	0:39:07	809	1:39:23	791	2:18:30	800	0:51:05	310
649	40099	坂井 秀之	男	埼玉県	3:09:36	0:32:56	437	1:37:23	757	2:10:19	679	0:59:17	610
650	35025	植田 裕志	男	東京都	3:09:39	0:36:14	679	1:39:23	792	2:15:37	765	0:54:02	438
651	45030	大倉 一彦	男	神奈川県	3:10:02	0:36:09	673	1:39:08	786	2:15:17	756	0:54:45	475
652	60002	安藤 正	男	愛知県	3:10:06	0:32:27	407	1:37:15	754	2:09:42	662	1:00:24	645
653	30055	神田 悟史	男	神奈川県	3:10:07	0:37:39	758	1:36:59	744	2:14:38	745	0:55:29	499
654	50015	伊藤 健治	男	神奈川県	3:10:15	0:39:08	810	1:35:14	699	2:14:22	741	0:55:53	511
655	30079	先崎 尊博	男	神奈川県	3:10:17	0:48:31	939	1:26:35	387	2:15:06	751	0:55:11	488
656	50035	喜井 洋介	男	神奈川県	3:10:22	0:33:22	476	1:37:59	772	2:11:21	694	0:59:01	599
657	35002	Bradley Wainwright	男	British	3:10:26	0:35:54	656	1:34:17	671	2:10:11	675	1:00:15	642
658	45084	嶋崎 徹夫	男	東京都	3:10:27	0:32:40	421	1:32:25	609	2:05:05	551	1:05:22	763
659	45062	小嶋 正夫	男	神奈川県	3:10:34	0:45:34	917	1:39:45	797	2:25:19	874	0:45:15	107
660	40067	加藤 直人	男	東京都	3:10:34	0:35:07	604	1:32:43	623	2:07:50	622	1:02:44	705
661	45154	牧 知秀	男	東京都	3:10:46	0:44:59	911	1:32:12	604	2:17:11	781	0:53:35	416
662	40019	浅井 友吾	男	神奈川県	3:10:47	0:42:34	882	1:31:08	566	2:13:42	734	0:57:05	553
663	40508	高田 洋子	女	東京都	3:10:52	0:40:39	846	1:34:31	677	2:15:10	753	0:55:42	505
664	35126	長谷部 智也	男	東京都	3:10:54	0:37:09	736	1:31:55	596	2:09:04	646	1:01:50	685
665	50047	坂中 正則	男	静岡県	3:10:55	0:44:58	910	1:23:08	241	2:08:06	626	1:02:49	707
666	60003	池上 博成	男	神奈川県	3:11:05	0:41:57	867	1:37:29	758	2:19:26	814	0:51:39	333
667	40028	飯島 基文	男	東京都	3:11:06	0:33:32	493	1:35:45	710	2:09:17	653	1:01:49	684
668	40232	若林 友則	男	神奈川県	3:11:10	0:32:33	414	1:34:12	667	2:06:45	595	1:04:25	743
669	45067	児山 新	男	福島県	3:11:11	0:33:56	529	1:39:22	790	2:13:18	726	0:57:53	572
670	60023	伴 勉	男	栃木県	3:11:18	0:35:41	636	1:40:28	809	2:16:09	772	0:55:09	487
671	35134	平湯 啓二朗	男	大阪府	3:11:26	0:33:19	469	1:33:07	635	2:06:26	586	1:05:00	757
672	25031	菊池 康裕	男	滋賀県	3:11:29	0:42:55	888	1:29:28	510	2:12:23	712	0:59:06	604
673	40172	野田 慶輔	男	神奈川県	3:11:35	0:40:01	832	1:35:14	701	2:15:15	755	0:56:20	531
674	40133	曽我 武司	男	東京都	3:11:40	0:39:39	825	1:36:34	731	2:16:13	773	0:55:27	495
675	35065	阪下 晋矢	男	埼玉県	3:11:41	0:30:24	271	1:32:49	626	2:03:13	513	1:08:28	816
676	45159	松本 寿	男	神奈川県	3:11:41	0:30:56	306	1:39:43	795	2:10:39	690	1:01:02	661
677	40223	山根 正樹	男	東京都	3:11:44	0:28:53	183	1:30:08	532	1:59:01	373	1:12:43	861
678	40134	園 憲一	男	神奈川県	3:11:47	0:36:51	720	1:27:21	431	2:04:12	532	1:07:35	805
679	30038	大須賀 洋平	男	東京都	3:11:48	0:37:01	727	1:37:49	765	2:14:50	749	0:56:58	547
680	55004	江端 良二	男	大阪府	3:11:59	0:35:48	648	1:34:45	683	2:10:33	687	1:01:26	673
681	35148	前之園 啓信	男	東京都	3:12:04	0:40:30	843	1:29:34	513	2:10:04	672	1:02:00	689
682	50086	冨居 公泰	男	東京都	3:12:10	0:39:31	820	1:42:14	845	2:21:45	836	0:50:25	282
683	35181	渡邊 秀晴	男	東京都	3:12:18	0:31:56	371	1:36:44	737	2:08:40	636	1:03:38	726
684	45048	加藤 研児	男	東京都	3:12:18	0:30:32	280	1:32:08	602	2:02:40	493	1:09:38	831
685	35064	坂井 喜郎	男	東京都	3:12:22	0:36:59	726	1:32:33	617	2:09:32	656	1:02:50	708
686	45021	泉谷 泰彦	男	東京都	3:12:23	0:34:30	566	1:32:43	625	2:07:13	607	1:05:10	760
687	35020	稲垣 秀則	男	東京都	3:12:28	0:45:41	918	1:40:49	819	2:26:30	881	0:45:58	126
688	40040	一条 厚	男	東京都	3:12:33	0:33:44	514	1:33:03	631	2:06:47	596	1:05:46	772
689	40166	新楽 羊三	男	神奈川県	3:12:55	0:32:05	384	1:38:20	776	2:10:25	683	1:02:30	698
690	45144	福王寺 一郎	男	愛知県	3:12:56	0:44:07	901	1:31:10	567	2:15:17	757	0:57:39	567
691	50083	平田 和生	男	東京都	3:13:02	0:44:11	902	1:33:28	645	2:17:39	791	0:55:23	492
692	40518	山崎 直美	女	東京都	3:13:03	0:33:35	496	1:33:52	657	2:07:27	614	1:05:36	768
693	30082	高橋 洋平	男	東京都	3:13:05	0:35:44	641	1:34:04	663	2:09:48	664	1:03:17	718
694	35058	倉重 和浩	男	神奈川県	3:13:08	0:32:56	436	1:38:40	780	2:11:36	699	1:01:32	674
695	30040	大場 俊幸	男	愛知県	3:13:15	0:39:29	818	1:39:50	799	2:19:19	811	0:53:56	428
696	45086	志村 誠彦	男	神奈川県	3:13:19	0:32:59	440	1:36:41	735	2:09:40	659	1:03:39	728
697	50027	加納 裕也	男	神奈川県	3:13:25	0:33:47	516	1:43:52	859	2:17:39	790	0:55:46	507
698	50031	川島 知之	男	茨城県	3:13:30	0:33:09	453	1:31:48	590	2:04:57	546	1:08:33	818
699	30084	武井 智	男	東京都	3:13:36	0:50:46	947	1:32:38	619	2:23:24	861	0:50:12	271
700	45083	渋谷 英雄	男	東京都	3:13:41	0:35:08	606	1:32:26	612	2:07:34	618	1:06:07	777
701	40089	小林 和典	男	神奈川県	3:13:41	0:27:53	131	1:36:53	740	2:04:46	542	1:08:55	826
702	60001	足立 和穂	男	兵庫県	3:13:42	0:35:22	620	1:36:34	732	2:11:56	702	1:01:46	682
703	40046	入江 宏志	男	千葉県	3:13:42	0:36:02	665	1:31:00	562	2:07:02	602	1:06:40	785
704	45025	宇野 康秀	男	神奈川県	3:13:46	0:33:12	456	1:27:33	438	2:00:45	431	1:13:01	865
705	50049	佐藤 一哉	男	愛知県	3:13:55	0:39:44	827	1:33:57	660	2:13:41	732	1:00:14	641
706	45173	森岡 淳	男	東京都	3:13:55	0:42:45	885	1:33:17	641	2:16:02	771	0:57:53	573
707	30052	亀谷 佳人	男	神奈川県	3:13:59	0:36:50	717	1:33:41	654	2:10:31	686	1:03:28	722
708	35501	Yamamoto Kimberly	女	神奈川県	3:14:11	0:32:35	415	1:40:46	814	2:13:21	729	1:00:50	656
709	35183	綿貫 敦文	男	東京都	3:14:16	0:36:12	676	1:40:24	807	2:16:36	777	0:57:40	568
710	30010	相澤 努	男	神奈川県	3:14:33	0:46:17	924	1:37:07	748	2:23:24	860	0:51:09	312
711	40209	三好 宏明	男	東京都	3:14:53	0:38:47	799	1:25:34	335	2:04:21	533	1:10:32	843
712	40055	大川 耕市	男	群馬県	3:15:00	0:30:10	262	1:41:24	829	2:11:34	698	1:03:26	721
713	40510	田中 みのり	女	東京都	3:15:13	0:33:41	509	1:41:53	841	2:15:34	764	0:59:39	623
714	30003	Colin Bell	男	British	3:15:17	0:27:03	102	1:53:09	929	2:20:12	821	0:55:05	483
715	45150	布施 太郎	男	東京都	3:15:19	0:33:06	448	1:29:26	509	2:02:32	489	1:12:47	863
716	55019	田中 辰夫	男	神奈川県	3:15:19	0:32:28	409	1:35:53	714	2:08:21	631	1:06:58	791
717	40191	堀内 雅生	男	東京都	3:15:35	0:39:31	822	1:38:56	783	2:18:27	797	0:57:08	554
718	45023	伊藤 裕司	男	東京都	3:15:45	0:38:48	800	1:33:09	637	2:11:57	703	1:03:48	732
719	40049	上村 昇	男	東京都	3:16:02	0:34:02	541	1:32:12	603	2:06:14	581	1:09:48	835
720	40206	宮川 十詩彦	男	神奈川県	3:16:03	0:35:18	616	1:32:06	600	2:07:24	612	1:08:39	821
721	40141	立花 毅	男	東京都	3:16:13	0:36:31	697	1:35:47	712	2:12:18	710	1:03:55	734
722	45091	新保 浩	男	神奈川県	3:16:14	0:41:06	858	1:40:48	818	2:21:54	838	0:54:20	456
723	45148	藤澤 滋	男	東京都	3:16:18	0:30:43	290	1:31:22	575	2:02:05	471	1:14:13	878
724	50064	高橋 邦夫	男	東京都	3:16:20	0:37:23	747	1:40:07	802	2:17:30	787	0:58:50	593
725	45158	松本 武史	男	東京都	3:16:22	0:37:36	753	1:31:37	582	2:09:13	652	1:07:09	795
