総合順位	No.	氏名	年齢	性別	総合記録	スイムラップ	S順	T1ラップ	T1順	バイクラップ	B順	スプリット	通過	T2ラップ	T2順	ランラップ	R順	年代区分	年代順位	年齢	年齢順位
209	6015	Illies Carl Maria Ma	31	男	3:17:40	0:45:07	199	0:11:14	158	1:20:01	193	2:16:22	181	0:02:47	106	0:58:31	296	男子30-34歳	34	31	
210	7114	ｳｴﾉ ﾄｼﾕｷ	50	男	3:17:47	0:52:13	376	0:11:59	209	1:15:35	100	2:19:47	222	0:03:58	309	0:54:02	223	男子50-54歳	22	50	
211	5072	ｼｭﾄｳ ｹｲｽｹ	25	男	3:17:48	0:48:25	285	0:09:30	70	1:24:37	308	2:22:32	258	0:02:28	68	0:52:48	189	男子25-29歳	24	25	
212	7025	ｱﾗﾔ ﾀｹｷ	45	男	3:17:58	0:48:39	295	0:13:20	304	1:24:26	302	2:26:25	309	0:04:48	400	0:46:45	82	男子45-49歳	35	45	
213	7072	Zanetti Danilo	47	男	3:18:02	0:39:33	115	0:12:31	243	1:21:04	215	2:13:08	142	0:03:46	281	1:01:08	333	男子45-49歳	36	47	
214	8049	ﾀﾓｲ ﾋﾛﾕｷ	58	男	3:18:03	0:42:19	145	0:14:30	364	1:15:35	100	2:12:24	130	0:03:21	204	1:02:18	358	男子55-59歳	14	58	
215	6080	ｱｵﾐ ﾏｻﾋﾛ	35	男	3:18:10	0:46:26	227	0:12:13	223	1:23:08	266	2:21:47	248	0:03:22	208	0:53:01	193	男子35-39歳	24	35	
216	6051	ｳｴﾑﾗ ｱｷｵ	34	男	3:18:14	0:48:11	279	0:12:12	222	1:21:52	236	2:22:15	253	0:03:14	186	0:52:45	188	男子30-34歳	35	34	
217	7051	ﾈﾓﾄｳﾁ ﾀｲ	46	男	3:18:16	0:43:20	155	0:12:19	226	1:17:05	136	2:12:44	135	0:04:13	343	1:01:19	339	男子45-49歳	37	46	
218	6129	ﾔﾁ ﾕｳｽｹ	38	男	3:18:29	0:47:29	255	0:11:47	195	1:26:39	344	2:25:55	303	0:02:14	44	0:50:20	146	男子35-39歳	25	38	
219	6040	ｽﾄﾞｳ ｻﾄｼ	33	男	3:18:31	0:58:29	480	0:09:42	77	1:16:17	118	2:24:28	282	0:05:05	418	0:48:58	116	男子30-34歳	36	33	
220	7079	ｴﾀﾞ ﾄﾓﾋｺ	48	男	3:18:36	0:47:27	253	0:12:21	230	1:20:31	199	2:20:19	232	0:04:18	354	0:53:59	222	男子45-49歳	38	48	
221	7140	ﾀﾅｶ ｶｽﾞﾕｷ	50	男	3:18:38	0:53:20	396	0:12:52	272	1:17:01	135	2:23:13	269	0:04:39	391	0:50:46	155	男子50-54歳	23	50	
222	5132	ｺﾊﾞﾔｼ ﾘｮｳ	27	男	3:18:41	0:42:21	146	0:14:36	370	1:22:19	250	2:19:16	217	0:03:30	234	0:55:55	252	男子25-29歳	25	27	
223	6005	ｲﾄｳ ﾅｵｷ	31	男	3:18:45	0:56:48	451	0:12:04	213	1:25:40	329	2:34:32	396	0:03:38	255	0:40:35	18	男子30-34歳	37	31	
224	8637	ｱｷﾓﾄ ﾐﾂﾉﾘ	52	男	3:18:45	0:48:05	272	0:11:36	183	1:14:34	86	2:14:15	154	0:03:58	309	1:00:32	328	男子50-54歳	24	52	
225	6098	ｻｶﾓﾄ ﾃﾂﾔ	36	男	3:18:50	0:52:12	375	0:12:23	233	1:19:00	171	2:23:35	272	0:03:44	276	0:51:31	169	男子35-39歳	26	36	
226	5122	ｻｲﾄｳ ﾘｮｳﾀ	29	男	3:18:54	0:48:07	274	0:08:33	40	1:16:42	128	2:13:22	143	0:02:57	134	1:02:35	365	男子25-29歳	26	29	
227	7014	ﾀｹﾂｸﾞ ｼﾝﾍﾟｲ	44	男	3:18:56	0:53:16	395	0:11:28	170	1:22:21	251	2:27:05	319	0:02:53	124	0:48:58	116	男子40-44歳	27	44	
228	5085	ｺﾐﾔ ﾕｳｽｹ	27	男	3:19:14	0:43:53	169	0:13:29	313	1:25:42	330	2:23:04	265	0:02:36	83	0:53:34	215	男子25-29歳	27	27	
229	7160	ﾅｶﾑﾗ ｺｳｲﾁ	51	男	3:19:17	0:35:13	56	0:14:00	343	1:26:52	348	2:16:05	179	0:05:33	441	0:57:39	287	男子50-54歳	25	51	
230	6188	Tasca Ricardo	42	男	3:19:27	0:46:29	229	0:12:04	213	1:16:13	116	2:14:46	160	0:04:13	343	1:00:28	326	男子40-44歳	28	42	
231	5081	ｱｻﾉ ｹﾝ	27	男	3:19:30	0:42:01	138	0:14:53	386	1:29:09	380	2:26:03	305	0:03:18	195	0:50:09	141	男子25-29歳	28	27	
232	8064	ﾋﾛｶﾜ ﾏｻﾋｺ	59	男	3:19:39	0:39:13	111	0:14:03	347	1:25:38	328	2:18:54	211	0:04:54	409	0:55:51	251	男子55-59歳	15	59	
233	8055	ｿｼ ﾋﾃﾞｷ	58	男	3:20:04	0:51:16	354	0:12:30	240	1:16:53	133	2:20:39	238	0:03:46	281	0:55:39	247	男子55-59歳	16	58	
234	5160	ﾉｸﾞﾁ ｼｮｳｷ	25	男	3:20:15	0:41:43	132	0:11:34	181	1:29:52	395	2:23:09	267	0:03:53	295	0:53:13	200	男子25-29歳	29	25	
235	5067	ｸﾘﾊﾞﾗ ｹﾝ	23	男	3:20:26	0:50:08	326	0:11:09	151	1:23:16	271	2:24:33	283	0:02:27	65	0:53:26	208	男子24歳以下	31	23	
236	5105	ﾐﾂﾀﾞ ﾘｸ	29	男	3:20:32	0:50:07	325	0:09:10	55	1:20:58	212	2:20:15	230	0:02:36	83	0:57:41	288	男子25-29歳	30	29	
237	7085	ﾖｼﾀﾞ ﾀｶｼ	48	男	3:20:34	0:52:25	381	0:12:30	240	1:19:28	183	2:24:23	281	0:04:37	386	0:51:34	171	男子45-49歳	39	48	
238	7070	ﾜｶﾊﾞﾔｼ ﾋﾃﾞﾉﾘ	47	男	3:20:56	0:38:35	101	0:13:33	316	1:22:47	261	2:14:55	161	0:04:08	336	1:01:53	349	男子45-49歳	40	47	
239	7162	ﾓﾘｻｷ ﾘｭｳｼﾞ	52	男	3:20:56	0:50:23	331	0:13:14	298	1:18:34	164	2:22:11	251	0:04:26	365	0:54:19	230	男子50-54歳	26	52	
240	8044	ｺｳﾀﾞ ﾘﾂﾌﾞﾝ	57	男	3:21:04	0:39:00	109	0:13:56	336	1:28:15	366	2:21:11	244	0:03:56	301	0:55:57	256	男子55-59歳		57	
241	6031	ﾅｶｶﾞﾜ ﾏｻｼ	32	男	3:21:05	0:59:24	487	0:12:40	262	1:20:07	195	2:32:11	368	0:03:43	269	0:45:11	65	男子30-34歳	38	32	
242	8026	ｵﾀｹ ﾉﾘｵ	56	男	3:21:06	0:43:41	163	0:13:08	288	1:17:15	138	2:14:04	151	0:04:08	336	1:02:54	369	男子55-59歳	18	56	
243	7095	ｲｼｲ ﾋﾃﾞﾕｷ	49	男	3:21:11	0:46:48	238	0:12:36	253	1:21:08	217	2:20:32	236	0:03:11	175	0:57:28	285	男子45-49歳	41	49	
244	6120	ﾐﾔｻﾞｷ ﾕｳﾀ	38	男	3:21:14	0:48:14	281	0:15:15	402	1:23:09	267	2:26:38	312	0:03:31	236	0:51:05	159	男子35-39歳	27	38	
245	7049	ﾀｹﾊﾞﾔｼ ﾃﾙﾐﾂ	46	男	3:21:17	0:53:44	407	0:10:15	101	1:24:36	307	2:28:35	337	0:03:43	269	0:48:59	118	男子45-49歳	42	46	
246	7149	ﾌﾅｺｼ ﾋﾛｶﾂ	51	男	3:21:17	0:41:53	135	0:12:21	230	1:24:09	293	2:18:23	209	0:03:21	204	0:59:33	317	男子50-54歳	27	51	
247	6161	ｸﾜﾊﾗ ﾀﾞｲｷ	40	男	3:21:19	0:48:23	284	0:12:39	260	1:24:11	295	2:25:13	291	0:03:07	162	0:52:59	191	男子40-44歳	29	40	
248	7144	ｳﾁﾔﾏ ｶｽﾞｵ	51	男	3:21:19	0:44:53	190	0:13:19	303	1:17:22	143	2:15:34	169	0:03:40	262	1:02:05	353	男子50-54歳	28	51	
249	8619	ﾊﾅｵｶ ﾀｸﾔ	52	男	3:21:25	0:43:22	157	0:17:11	454	1:13:21	70	2:13:54	149	0:05:16	422	1:02:15	356	男子50-54歳	29	52	
250	6195	ｺﾝﾄﾞｳ ｶｽﾞﾐ	43	男	3:21:37	0:46:37	235	0:11:31	173	1:21:03	214	2:19:11	215	0:03:14	186	0:59:12	309	男子40-44歳	30	43	
251	5040	ﾓﾘ ﾋﾛｷ	48	男	3:21:51	0:52:00	370	0:10:20	104	1:32:38	429	2:34:58	399	0:03:12	177	0:43:41	46	男子45-49歳	43	48	
252	7075	ｵｵﾏﾂ ﾅｵｷ	48	男	3:22:03	0:46:51	239	0:15:03	393	1:28:09	363	2:30:03	345	0:04:53	407	0:47:07	90	男子45-49歳	44	48	
253	7163	ﾊｼﾓﾄ ﾏﾓﾙ	52	男	3:22:08	0:53:12	392	0:10:47	126	1:20:51	207	2:24:50	287	0:03:39	257	0:53:39	217	男子50-54歳	30	52	
254	6042	ｲｼﾄﾞｳ ｼｭﾝ	33	男	3:22:34	0:43:30	158	0:12:37	256	1:38:06	465	2:34:13	391	0:02:55	129	0:45:26	69	男子30-34歳	39	33	
255	7064	ｱｶｻｶ ﾏｻﾄ	47	男	3:22:52	0:46:06	222	0:17:15	455	1:28:28	370	2:31:49	364	0:03:13	181	0:47:50	99	男子45-49歳	45	47	
256	8082	ｶﾉ ﾋﾛﾕｷ	62	男	3:23:01	0:50:01	320	0:10:48	127	1:20:52	208	2:21:41	247	0:03:53	295	0:57:27	284	男子60-64歳	5	62	
257	5107	ﾑﾗｶﾐ ｻﾄﾙ	30	男	3:23:05	0:44:06	174	0:10:06	91	1:22:13	245	2:16:25	182	0:02:57	134	1:03:43	383	男子30-34歳	40	30	
258	5143	ﾎﾘﾓﾄ ｼﾝﾔ	26	男	3:23:10	0:38:05	92	0:10:26	110	1:27:08	353	2:15:39	170	0:02:29	70	1:05:02	399	男子25-29歳	31	26	
259	8069	ｲﾀﾞ ﾋﾄｼ	60	男	3:23:26	0:39:11	110	0:13:28	311	1:18:08	157	2:10:47	118	0:03:13	181	1:09:26	429	男子60-64歳	6	60	
260	8041	ｶﾄｳ ｼｹﾞｱｷ	57	男	3:23:43	0:46:08	224	0:14:30	364	1:21:57	238	2:22:35	260	0:04:28	368	0:56:40	276	男子55-59歳	19	57	
261	7041	ｻｶｸﾞﾁ ｿｳｲﾁﾛｳ	46	男	3:23:50	0:50:02	321	0:10:49	130	1:16:25	121	2:17:16	193	0:02:39	89	1:03:55	384	男子45-49歳	46	46	
262	7042	ｷｸﾁ ｻﾀﾞﾕｷ	46	男	3:23:52	0:54:51	425	0:12:40	262	1:17:10	137	2:24:41	286	0:04:06	331	0:55:05	242	男子45-49歳	47	46	
263	7036	ﾜﾀﾗｲ ｹﾞﾝﾀ	46	男	3:23:53	0:49:54	319	0:12:19	226	1:19:20	180	2:21:33	246	0:03:07	162	0:59:13	310	男子45-49歳	48	46	
264	8038	ｺｼｶﾜ ｼﾝｲﾁ	57	男	3:23:58	0:47:44	262	0:10:09	94	1:22:43	260	2:20:36	237	0:02:17	48	1:01:05	332	男子55-59歳	20	57	
265	7034	ｵｵｴ ﾘｮｳ	46	男	3:24:02	0:53:03	389	0:12:52	272	1:22:31	255	2:28:26	336	0:03:26	224	0:52:10	179	男子45-49歳	49	46	
266	5098	ﾔﾏｻﾞｷ ﾀｸﾄ	29	男	3:24:07	0:51:27	359	0:14:21	360	1:13:52	76	2:19:40	221	0:03:16	192	1:01:11	335	男子25-29歳	32	29	
267	7145	ｵｸﾑﾗ ﾋﾛｼ	51	男	3:24:12	0:53:08	390	0:12:30	240	1:14:23	83	2:20:01	228	0:03:47	285	1:00:24	325	男子50-54歳	31	51	
268	8626	ｲｼｶﾜ ﾄｵﾙ	39	男	3:24:25	0:56:39	446	0:12:34	250	1:22:03	239	2:31:16	357	0:03:20	202	0:49:49	132	男子35-39歳	28	39	
269	6152	ｶｼﾜｻﾞｷ ｲｯｾｲ	40	男	3:24:29	0:42:49	150	0:14:06	352	1:22:06	240	2:19:01	212	0:06:19	464	0:59:09	307	男子40-44歳	31	40	
270	7184	Yoshihara Kevin	52	男	3:24:34	0:39:54	118	0:13:56	336	1:22:06	240	2:15:56	177	0:03:34	249	1:05:04	400	男子50-54歳	32	52	
271	5116	ﾐﾅｸﾁ ﾘｮｳﾀﾛｳ	30	男	3:24:36	0:48:50	303	0:12:46	268	1:23:15	270	2:24:51	288	0:03:32	242	0:56:13	266	男子30-34歳	41	30	
272	7156	ｷﾀｻﾞﾜ ｶｽﾞﾔ	51	男	3:24:41	0:48:58	305	0:13:07	286	1:23:34	279	2:25:39	299	0:03:18	195	0:55:44	248	男子50-54歳	33	51	
273	5042	ｲﾜｻ ﾋﾛｱｷ	56	男	3:24:42	0:38:41	104	0:13:22	307	1:35:09	447	2:27:12	322	0:02:29	70	0:55:01	240	男子55-59歳	21	56	
274	7026	ﾄｷﾀ ﾏｻﾋｺ	45	男	3:24:49	0:45:55	217	0:12:55	277	1:24:50	315	2:23:40	273	0:03:24	214	0:57:45	289	男子45-49歳	50	45	
275	7048	ｲｿｶﾞﾐ ｲｯｾｲ	46	男	3:25:03	0:44:07	176	0:11:01	143	1:31:33	417	2:26:41	313	0:02:38	86	0:55:44	248	男子45-49歳	51	46	
276	5059	ｽｽﾞｷ ｱﾓﾝ	19	男	3:25:04	0:37:10	81	0:09:17	62	1:40:39	478	2:27:06	320	0:02:03	27	0:55:55	252	男子24歳以下	32	19	
277	8638	ﾏﾙﾔﾏ ｺｳｼﾞﾛｳ	50	男	3:25:05	0:45:32	207	0:12:31	243	1:29:55	397	2:27:58	333	0:03:40	262	0:53:27	209	男子50-54歳	34	50	
278	6122	ﾊﾞﾊﾞ ﾋﾛｱｷ	38	男	3:25:09	0:55:01	427	0:15:12	400	1:19:41	190	2:29:54	343	0:03:03	147	0:52:12	181	男子35-39歳	29	38	
279	8030	ｲﾉｳｴ ｺｳﾀﾛｳ	56	男	3:25:15	0:43:09	152	0:15:28	413	1:22:15	246	2:20:52	241	0:05:04	415	0:59:19	312	男子55-59歳	22	56	
280	5191	ﾗｲ ﾈﾝｿ	30	男	3:25:27	0:55:43	440	0:10:54	136	1:16:50	132	2:23:27	271	0:03:04	151	0:58:56	303	男子30-34歳		30	
281	5075	ﾏｷﾓﾄ ﾘｭｳﾀ	26	男	3:25:46	0:37:16	83	0:10:59	140	1:32:25	424	2:20:40	239	0:03:08	167	1:01:58	350	男子25-29歳	33	26	
282	5077	ﾔﾏﾀﾞ ﾕｳﾄ	26	男	3:25:56	0:51:08	348	0:15:22	408	1:26:18	340	2:32:48	372	0:05:25	430	0:47:43	97	男子25-29歳	34	26	
283	5147	ｼﾊﾞﾀﾆ ﾀｸﾔ	38	男	3:26:00	0:29:18	20	0:13:37	320	1:18:02	155	2:00:57	52	0:05:35	442	1:19:28	466	男子35-39歳	30	38	
284	7113	ﾌｸﾊﾗ ﾀｸﾏ	50	男	3:26:00	0:54:06	413	0:12:38	258	1:21:36	229	2:28:20	335	0:03:31	236	0:54:09	228	男子50-54歳	35	50	
285	8070	ｱﾐｲ ﾏｻｱｷ	60	男	3:26:02	0:53:14	394	0:12:17	225	1:25:17	320	2:30:48	354	0:04:06	331	0:51:08	160	男子60-64歳	7	60	
286	7152	ﾐｳﾗ ｴｲｼﾞ	51	男	3:26:20	0:45:56	219	0:13:13	296	1:27:56	361	2:27:05	318	0:03:59	311	0:55:16	244	男子50-54歳	36	51	
287	7066	ｺｴﾂﾞｶ ｷﾐﾋｺ	47	男	3:26:37	0:54:42	422	0:15:49	422	1:20:49	206	2:31:20	358	0:03:57	304	0:51:20	163	男子45-49歳	52	47	
288	5100	ﾅｶﾊﾀ ｺｳｽｹ	29	男	3:26:41	0:45:04	195	0:13:38	323	1:24:13	297	2:22:55	264	0:02:31	73	1:01:15	337	男子25-29歳	35	29	
289	7116	ｲｼｶﾜ ﾅｵｷ	50	男	3:26:50	0:51:18	355	0:10:52	133	1:17:19	141	2:19:29	219	0:04:01	313	1:03:20	379	男子50-54歳	37	50	
290	5124	ﾁﾀﾞ ｱﾂｼ	27	男	3:26:55	0:48:49	302	0:12:21	230	1:21:23	222	2:22:33	259	0:02:51	116	1:01:31	342	男子25-29歳	36	27	
291	6159	ｵｵﾀ ﾑﾂﾐ	40	男	3:26:55	0:50:03	324	0:13:24	309	1:23:42	283	2:27:09	321	0:04:36	383	0:55:10	243	男子40-44歳	32	40	
292	5049	ｽﾜﾝﾄﾝ ｶﾞｽ	65	男	3:26:58	0:38:35	102	0:13:07	286	1:25:30	326	2:17:12	190	0:04:53	407	1:04:53	397	男子65歳以上	2	65	
293	5045	ﾌｼﾞﾓﾄ ﾕｳﾏ	39	男	3:26:59	0:55:11	428	0:12:39	260	1:19:05	175	2:26:55	316	0:04:04	325	0:56:00	258	男子35-39歳	31	39	
294	7102	ﾈﾓﾄ ﾀﾀﾞﾖｼﾀﾀﾞﾖｼ	49	男	3:27:07	0:56:43	447	0:14:14	355	1:12:50	61	2:23:47	275	0:03:12	177	1:00:08	321	男子45-49歳	53	49	
295	7133	ｵｷ ｷﾐﾂｸﾞ	50	男	3:27:07	0:51:42	362	0:15:56	429	1:14:42	90	2:22:20	255	0:03:53	295	1:00:54	330	男子50-54歳	38	50	
296	6012	ｵｵｻﾄ ﾄﾓｷ	31	男	3:27:12	0:50:55	343	0:18:01	469	1:17:16	139	2:26:12	307	0:06:02	456	0:54:58	238	男子30-34歳	43	31	
297	7185	ﾅｶﾞﾔﾏ ﾅﾙﾕｷ	53	男	3:27:16	0:42:16	142	0:12:10	220	1:24:42	310	2:19:08	214	0:05:00	412	1:03:08	376	男子50-54歳	39	53	
298	6085	ﾏｴｼﾞﾏ ｹﾝｼﾞ	35	男	3:27:23	0:47:11	250	0:14:53	386	1:27:00	352	2:29:04	338	0:04:50	402	0:53:29	211	男子35-39歳	32	35	
299	5009	ｳﾁﾀﾞ ﾀﾞｲｽｹ	43	男	3:27:24	0:47:31	259	0:14:54	388	1:21:54	237	2:24:19	280	0:04:33	379	0:58:32	297	男子40-44歳	33	43	
300	7098	ﾄﾓｴ ｺｳｲﾁ	49	男	3:27:29	0:47:30	258	0:17:33	459	1:25:25	325	2:30:28	351	0:06:43	468	0:50:18	145	男子45-49歳	54	49	
301	7123	ｼﾊﾞﾀ ｹﾝ	50	男	3:27:42	0:45:39	212	0:12:52	272	1:21:29	225	2:20:00	227	0:05:18	423	1:02:24	361	男子50-54歳	40	50	
302	5078	ｺｸﾞﾚ ｼｭﾝﾔ	26	男	3:27:56	0:48:56	304	0:14:47	379	1:19:27	181	2:23:10	268	0:02:59	139	1:01:47	348	男子25-29歳	37	26	
303	7004	ﾌｼﾞｵｶ ｹｲｽｹ	44	男	3:28:01	0:53:45	408	0:13:23	308	1:19:35	186	2:26:43	314	0:05:09	420	0:56:09	264	男子40-44歳	34	44	
304	6007	ｼｵﾀﾆ ｿｳﾍｲ	31	男	3:28:07	0:44:55	191	0:16:29	441	1:26:12	338	2:27:36	326	0:03:14	186	0:57:17	283	男子30-34歳	44	31	
305	6137	ﾔﾏﾀﾞ ﾀｲｶﾞ	39	男	3:28:17	0:49:21	311	0:11:48	197	1:32:26	425	2:33:35	384	0:04:25	361	0:50:17	144	男子35-39歳	33	39	
306	6091	ｵ ﾎﾞﾝﾅﾝ	36	男	3:28:21	0:49:34	313	0:14:39	374	1:30:55	409	2:35:08	400	0:04:33	379	0:48:40	112	男子35-39歳	34	36	
307	6117	ﾓﾘﾀ ｹｲ	37	男	3:28:28	0:46:52	240	0:12:40	262	1:26:35	343	2:26:07	306	0:04:32	375	0:57:49	291	男子35-39歳	35	37	
308	8609	ﾔﾏﾀﾞ ﾋﾛﾋｻ	31	男	3:28:37	0:35:12	54	0:13:51	333	1:28:10	364	2:17:13	191	0:03:29	230	1:07:55	420	男子30-34歳	45	31	
309	7086	ﾑﾗﾀ ﾕｳｼﾞ	48	男	3:28:41	0:57:37	465	0:14:03	347	1:22:25	252	2:34:05	388	0:05:49	451	0:48:47	113	男子45-49歳	55	48	
310	5169	ｲｽﾞﾐﾔ ｼｮｳｺﾞ	22	男	3:28:50	0:51:55	367	0:15:17	404	1:28:30	371	2:35:42	402	0:03:04	151	0:50:04	137	男子24歳以下	33	22	
311	7115	ｺｳﾉ ﾓﾄｷ	50	男	3:28:53	0:41:57	137	0:11:13	156	1:23:21	274	2:16:31	183	0:02:52	121	1:09:30	430	男子50-54歳	41	50	
312	8024	ｶﾗｻﾜ ﾉﾌﾞｵ	56	男	3:28:55	0:38:11	93	0:13:45	327	1:25:30	326	2:17:26	196	0:04:46	399	1:06:43	412	男子55-59歳	23	56	
313	7044	ﾀｶﾑﾗ ﾘｮｳｽｹ	46	男	3:29:14	0:50:11	328	0:14:20	359	1:22:15	246	2:26:46	315	0:05:37	444	0:56:51	277	男子45-49歳	56	46	
314	6060	ｺﾐﾈ ｺﾞｳ	34	男	3:29:32	0:43:54	170	0:11:50	200	1:28:55	375	2:24:39	285	0:03:09	171	1:01:44	347	男子30-34歳	46	34	
315	7020	ｷﾑﾗ ﾉﾌﾞﾋﾛ	44	男	3:29:35	0:48:27	288	0:12:04	213	1:25:56	333	2:26:27	310	0:03:46	281	0:59:22	313	男子40-44歳	35	44	
316	8043	ｽｽﾞｷ ｶｽﾞﾖｼ	57	男	3:29:36	0:46:02	221	0:13:04	281	1:25:05	318	2:24:11	278	0:04:25	361	1:01:00	331	男子55-59歳	24	57	
317	7179	ﾋｶﾞｼﾓﾄ ﾋﾛｼ	52	男	3:29:38	0:53:45	409	0:13:28	311	1:24:19	299	2:31:32	361	0:04:37	386	0:53:29	211	男子50-54歳	42	52	
318	5174	ﾔﾏｻﾞｷ ﾕｳﾀ	24	男	3:29:41	0:51:07	347	0:13:16	300	1:26:09	335	2:30:32	352	0:04:32	375	0:54:37	231	男子24歳以下	34	24	
319	7119	ﾖｺﾀ ﾂﾖｼ	50	男	3:29:45	0:45:11	201	0:13:59	342	1:23:34	279	2:22:44	262	0:04:07	335	1:02:54	369	男子50-54歳	43	50	
320	5006	ｵｼﾔﾏ ﾀｶﾐﾂ	54	男	3:29:56	0:45:37	210	0:14:23	363	1:22:26	254	2:22:26	256	0:03:20	202	1:04:10	389	男子50-54歳		54	
321	7164	ｱｻﾉ ﾋﾛﾐﾁ	52	男	3:30:09	0:48:58	306	0:15:23	409	1:29:04	378	2:33:25	382	0:04:45	398	0:51:59	175	男子50-54歳	46	52	
322	7198	ﾀｹﾓﾄ ｼﾝﾔ	53	男	3:30:09	0:48:09	277	0:11:10	152	1:20:20	197	2:19:39	220	0:04:41	393	1:05:49	408	男子50-54歳	45	53	
323	6182	ｿﾉﾀﾞ ﾀｶﾕｷ	42	男	3:30:13	0:55:23	431	0:11:30	172	1:23:07	265	2:30:00	344	0:03:34	249	0:56:39	275	男子40-44歳	36	42	
324	8628	ｱｷﾊﾞ ﾏｻﾄｼ	35	男	3:30:13	0:48:00	268	0:13:06	285	1:21:26	224	2:22:32	257	0:02:52	121	1:04:49	396	男子35-39歳	36	35	
325	5135	ﾔﾏｻﾞｷ ｺｳﾔ	27	男	3:30:14	0:58:09	477	0:11:15	159	1:22:10	242	2:31:34	362	0:02:45	101	0:55:55	252	男子25-29歳	38	27	
326	7153	ﾔﾏｻﾞｷ ﾀｹｼ	51	男	3:30:15	0:53:25	398	0:10:55	137	1:20:54	209	2:25:14	292	0:04:33	379	1:00:28	326	男子50-54歳	47	51	
327	8022	ｵｻﾞｷ ﾏｺﾄ	56	男	3:30:18	0:40:43	124	0:15:53	427	1:30:21	406	2:26:57	317	0:04:15	346	0:59:06	306	男子55-59歳	25	56	
328	7081	ﾅﾝﾓ ﾋﾛﾕｷ	48	男	3:30:19	0:48:15	283	0:13:24	309	1:15:32	99	2:17:11	189	0:03:13	181	1:09:55	432	男子45-49歳	57	48	
329	5087	ﾆｼｵｶ ﾅｵﾄ	27	男	3:30:25	0:38:24	98	0:11:33	176	1:37:41	461	2:27:38	327	0:03:57	304	0:58:50	301	男子25-29歳	39	27	
330	8620	ﾔﾏﾓﾄ ｶｽﾞﾏ	26	男	3:30:35	0:52:01	372	0:13:58	341	1:38:38	469	2:44:37	454	0:03:32	242	0:42:26	34	男子25-29歳	40	26	
331	7111	ｽｽﾞｷ ﾋﾛﾕｷ	49	男	3:30:38	0:54:16	417	0:14:01	346	1:25:17	320	2:33:34	383	0:04:12	341	0:52:52	190	男子45-49歳	58	49	
332	8018	ﾀｶﾊｼ ﾃﾙﾐﾂ	55	男	3:31:21	0:43:41	162	0:13:54	335	1:26:41	346	2:24:16	279	0:03:53	295	1:03:12	377	男子55-59歳	26	55	
333	5141	ｷﾀｶﾞﾜ ﾄﾓｱｷ	26	男	3:31:23	0:37:52	86	0:10:55	137	1:37:43	463	2:26:30	311	0:02:53	124	1:02:00	351	男子25-29歳	41	26	
334	7165	ｼﾛｽﾞ ﾀｹﾋｺ	52	男	3:31:31	0:51:23	357	0:15:11	397	1:23:29	276	2:30:03	346	0:03:32	242	0:57:56	294	男子50-54歳	48	52	
335	5197	ｶﾄｳ ｺｳｽｹ	31	男	3:31:56	0:55:49	441	0:14:59	391	1:21:34	228	2:32:22	369	0:05:29	435	0:54:05	224	男子30-34歳	47	31	
336	5138	ｺﾊﾞﾔｼ ﾋﾛﾉﾘ	27	男	3:32:08	0:51:12	349	0:13:33	316	1:27:55	360	2:32:40	371	0:03:55	300	0:55:33	246	男子25-29歳	42	27	
337	6132	ｵｵﾀ ﾕｳ	39	男	3:32:19	0:53:11	391	0:13:17	302	1:23:40	282	2:30:08	347	0:03:08	167	0:59:03	305	男子35-39歳	37	39	
338	6148	ｺﾊﾞﾀ ｼｮｳｺﾞ	39	男	3:32:24	0:44:10	177	0:14:00	343	1:24:40	309	2:22:50	263	0:04:19	355	1:05:15	402	男子35-39歳	38	39	
339	5066	ﾓﾘﾀｹ ｺｳﾀ	21	男	3:32:35	0:46:32	230	0:09:52	81	1:24:05	289	2:20:29	234	0:03:04	151	1:09:02	427	男子24歳以下	35	21	
340	8017	ｼﾏﾀﾞ ﾔｽｵ	55	男	3:32:39	0:47:28	254	0:16:25	440	1:19:55	192	2:23:48	276	0:04:40	392	1:04:11	390	男子55-59歳	27	55	
341	7135	ｺｳｻ ﾀｶｼ	50	男	3:32:54	0:54:12	416	0:16:55	450	1:21:43	232	2:32:50	373	0:04:01	313	0:56:03	261	男子50-54歳	49	50	
342	8051	ｳﾁﾔﾏ ﾖｼｵ	58	男	3:32:54	0:42:17	143	0:14:05	350	1:28:55	375	2:25:17	294	0:04:37	386	1:03:00	372	男子55-59歳	28	58	
343	7108	ﾅｶｶﾞﾜ ﾄｵﾙ	49	男	3:33:05	0:46:45	237	0:11:42	192	1:24:12	296	2:22:39	261	0:03:10	174	1:07:16	415	男子45-49歳	59	49	
344	8629	ｵﾉ ﾀｹﾊﾙ	46	男	3:33:06	0:50:08	327	0:14:34	368	1:24:33	304	2:29:15	340	0:03:33	245	1:00:18	324	男子45-49歳	60	46	
345	6186	ｺｶﾞﾜ ﾘｷﾀｹ	42	男	3:33:25	0:54:09	415	0:11:55	204	1:31:44	418	2:37:48	416	0:04:17	352	0:51:20	163	男子40-44歳	37	42	
346	5018	ﾑｶｲﾔﾏ ﾀｹﾌﾐ	50	男	3:33:55	0:29:44	25	0:17:43	463	1:35:47	451	2:23:14	270	0:08:01	476	1:02:40	367	男子50-54歳	50	50	
