Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
675	633	9	1741	Phil Weinmann	M	M20-24	DEU	TSV Crailsheim Triathlon		01:03:21	00:02:58	05:13:36	00:02:32	03:48:24	10:10:50
676	634	136	1688	Philipp Böttger	M	M30-34	DEU	Erdinger Active Team		01:23:31	00:04:12	04:48:55	00:01:31	03:52:53	10:11:00
677	635	70	740	Dalibor Morman	M	M45-49	AUT	Team milliSports		01:11:19	00:04:42	05:19:50	00:05:11	03:30:04	10:11:03
678	636	71	1452	Daniel Piske	M	M45-49	DEU	Athletico Leipzig e.V.		01:25:37	00:03:01	05:22:16	00:02:53	03:17:24	10:11:09
679	637	72	852	Alejandro Castañeda Cabeza	M	M45-49	ESP			01:01:20	00:03:34	05:20:03	00:02:10	03:44:05	10:11:09
680	43	5	1437	Lucie Van Genugten	F	W40-44	NLD			01:16:35	00:03:17	05:20:34	00:04:16	03:26:32	10:11:12
681	638	137	892	Lucas Abel	M	M30-34	DEU	Kölner Triathlon Team 01		00:59:40	00:04:48	05:15:50	00:05:03	03:45:55	10:11:13
682	44	13	1009	Henrike Prokopp	F	W30-34	DEU	Post-SV Tübingen		01:08:41	00:02:10	05:24:45	00:01:52	03:33:48	10:11:15
683	639	138	757	David Kontetzki	M	M30-34	DEU	TV Immenstadt / Athleteslab Offenburg		01:14:25	00:04:34	04:58:11	00:02:43	03:51:34	10:11:24
684	640	118	783	Florian Klee	M	M40-44	DEU			01:16:17	00:03:02	05:11:03	00:03:18	03:37:48	10:11:26
685	641	22	660	Roberto Carfagno	M	M50-54	CHE	TK Zadar		01:08:10	00:04:29	05:07:09	00:02:53	03:48:57	10:11:35
686	642	23	251	Christe Romain	M	M50-54	CHE	Beaune triathlon		01:07:16	00:03:37	04:50:36	00:03:15	04:07:00	10:11:42
687	643	73	921	Raul Flores Resta	M	M45-49	ESP	Triatlón Albacete		01:10:40	00:03:38	05:24:10	00:02:11	03:31:07	10:11:44
688	45	6	1320	Anja Beck	F	W25-29	DEU	SC 53 Landshut		01:21:33	00:05:00	05:27:30	00:05:25	03:12:23	10:11:48
689	644	156	1145	Eike Jung	M	M35-39	DEU	ERDINGER Active TEAM		01:16:08	00:03:35	05:07:52	00:01:31	03:43:04	10:12:07
690	645	119	1356	Tobias Enz	M	M40-44	DEU			01:14:18	00:03:20	05:02:31	00:01:37	03:50:29	10:12:13
691	646	74	1290	Rafael Lepiarz	M	M45-49	DEU	Tri Team SSV Ettlingen		01:13:20	00:03:16	04:59:59	00:01:42	03:54:05	10:12:20
692	46	7	2899	Insa Rechter	F	W25-29	DEU	Post-SV Tübingen		00:57:13	00:03:58	05:25:27	00:03:30	03:42:26	10:12:33
693	647	75	690	Harald Sembacher	M	M45-49	AUT	Triheroes ASKÖ NÖ		01:12:26	00:03:11	05:07:12	00:04:07	03:45:42	10:12:35
694	648	157	971	Maximilian Warhanek	M	M35-39	AUT			01:19:13	00:03:35	05:05:50	00:01:36	03:42:27	10:12:39
695	649	120	1001	Lukasz Czynienik	M	M40-44	POL			01:25:20	00:05:17	05:05:23	00:02:40	03:34:03	10:12:41
696	650	139	1254	Mike Frijns	M	M30-34	NLD			01:09:39	00:03:43	05:19:17	00:02:22	03:37:53	10:12:52
697	651	140	1422	Paulius Zelnia	M	M30-34	DEU			01:08:32	00:03:11	05:07:56	00:04:18	03:49:00	10:12:55
698	652	141	234	Anton Koger	M	M30-34	DEU	DLC Aachen		01:26:47	00:03:40	05:08:46	00:01:04	03:32:46	10:13:01
699	653	158	862	Christopher Balz	M	M35-39	DEU	LLG Wonnegau		01:14:35	00:02:16	04:56:44	00:01:51	03:57:45	10:13:08
700	654	11	974	Michael Noll	M	M55-59	DEU	Sisu Berlin		01:09:50	00:03:34	05:03:41	00:04:21	03:51:49	10:13:13
701	655	159	2139	Felix Starck	M	M35-39	DEU			01:18:02	00:04:53	05:16:09	00:02:47	03:31:28	10:13:17
702	656	121	1751	Carlos Rojas	M	M40-44	USA	Triathlon Club of San Diego		01:07:31	00:03:49	05:27:43	00:03:00	03:31:18	10:13:20
703	657	66	2134	Sascha Garni	M	M25-29	DEU			01:14:15	00:04:29	05:15:40	00:02:41	03:36:22	10:13:25
704	658	76	1019	Benjamin Kessler	M	M45-49	DEU	SISU-Training		01:17:00	00:03:19	04:55:08	00:04:07	03:53:53	10:13:26
705	659	142	1233	Sven Kröger	M	M30-34	DEU			01:15:27	00:03:36	05:10:13	00:02:54	03:41:20	10:13:26
706	660	24	431	Mark Julier	M	M50-54	GBR			01:04:04	00:17:55	05:17:42	00:07:08	03:26:42	10:13:29
707	661	160	1367	Florian Vogt	M	M35-39	DEU	LSV Ladenburg		01:16:18	00:03:12	05:07:41	00:05:13	03:41:09	10:13:31
708	662	77	987	Roman Gschwend	M	M45-49	CHE			01:15:30	00:04:47	05:05:48	00:03:34	03:43:56	10:13:33
709	663	78	841	Tim Conings	M	M45-49	BEL	PHNX		01:08:59	00:04:05	05:06:32	00:02:22	03:51:38	10:13:34
710	664	67	1334	Léo Tafti	M	M25-29	CHE			01:05:04	00:02:25	05:14:45	00:03:28	03:47:57	10:13:38
711	665	143	1467	Colin Reber	M	M30-34	CHE			01:15:43	00:04:55	05:16:25	00:04:45	03:31:55	10:13:41
712	666	144	1686	Philipp Moser	M	M30-34	DEU	SV Mergelstetten Triathlon		01:12:58	00:02:57	05:11:56	00:03:12	03:42:42	10:13:44
713	667	122	1369	Yves Koch	M	M40-44	LUX	Team X3M Snooze		01:18:59	00:07:10	05:17:10	00:05:00	03:25:26	10:13:45
714	668	161	1379	Frederic Gansch	M	M35-39	AUT			01:11:43	00:04:02	05:11:53	00:01:28	03:45:02	10:14:06
715	669	162	997	Jacob Sanchez Galeote	M	M35-39	ESP	TER Triatlo		01:13:17	00:02:18	05:04:16	00:01:35	03:52:46	10:14:09
716	670	145	2588	Florentin Fischer	M	M30-34	DEU			01:24:31	00:05:15	05:11:36	00:03:35	03:29:17	10:14:12
717	671	123	919	Pieter Wijnhoven	M	M40-44	NLD	Tomenson Performance Wellness		01:15:15	00:04:23	05:15:07	00:02:46	03:36:54	10:14:23
718	672	25	800	Bernd Eichhorn	M	M50-54	DEU	TEAM circutec		01:08:55	00:02:23	05:09:28	00:03:44	03:50:05	10:14:33
719	673	146	1492	Friedrich Hampel	M	M30-34	AUT	DJK Schwäbisch Gmünd		01:14:46	00:03:58	05:08:48	00:01:41	03:45:24	10:14:35
720	674	124	1585	Stefan Karl	M	M40-44	DEU	Tristar Regenburg		01:14:57	00:04:29	05:09:38	00:03:16	03:42:40	10:14:58
721	675	163	1375	Chris Hewson	M	M35-39	IMN			01:03:45	00:03:44	05:15:54	00:01:59	03:49:43	10:15:05
722	676	125	1318	Christian Dumps	M	M40-44	DEU	Triathlon Augsburg		01:04:42	00:04:26	05:23:33	00:04:20	03:38:17	10:15:16
723	677	79	1271	Markus Halm	M	M45-49	DEU	TRI-Sport Wurzen		01:29:09	00:05:34	05:19:05	00:03:42	03:18:09	10:15:37
724	678	80	812	Rafal Chabasinski	M	M45-49	POL			01:18:02	00:03:16	05:16:20	00:03:40	03:34:24	10:15:41
725	47	14	1856	Jasmin Ruppert	F	W30-34	DEU			01:10:43	00:02:33	05:19:32	00:02:15	03:40:45	10:15:46
726	679	147	1323	Nathan Harris	M	M30-34	GBR	Ulverston Tri Club		01:14:40	00:04:19	05:29:54	00:01:59	03:24:57	10:15:47
727	680	68	1736	Antonio Landi	M	M25-29	ITA			01:18:17	00:03:23	05:00:32	00:02:34	03:51:04	10:15:48
728	681	81	1011	Max Mullen	M	M45-49	AUS	Warringah Triathlon Club		01:13:52	00:02:49	05:10:10	00:04:53	03:44:18	10:16:00
729	682	82	677	Mauricio Vega Farina	M	M45-49	ARG	DESAM.ES		01:04:17	00:02:46	05:00:09	00:02:12	04:06:38	10:16:00
730	48	6	1151	Olimpia Wojtylo	F	W40-44	POL	TRIMP		01:10:31	00:03:38	05:10:26	00:01:56	03:49:38	10:16:07
731	683	126	1030	Robert Dreilich	M	M40-44	DEU	Skinfitcrew		01:19:02	00:05:37	05:06:34	00:05:19	03:39:39	10:16:08
732	684	69	1378	Christoph Klar	M	M25-29	DEU	Post SV Weilheim		01:13:53	00:04:52	04:54:50	00:03:10	03:59:30	10:16:13
733	685	164	1050	Jonas Diederich	M	M35-39	DEU			01:11:23	00:07:06	05:07:43	00:04:16	03:45:51	10:16:16
734	686	148	859	Lasse Daene	M	M30-34	DEU			01:09:20	00:04:12	05:12:21	00:03:32	03:46:58	10:16:21
735	687	127	1157	Daniel Marx	M	M40-44	DEU	TV Germania 1876 Kaiserau e.V		01:24:02	00:02:45	05:04:42	00:02:53	03:42:04	10:16:24
736	688	165	1000	Sébastien Mollet	M	M35-39	BEL	Brussels Triathlon Club		01:23:35	00:06:09	05:00:19	00:02:48	03:43:39	10:16:28
737	689	149	2271	Felix Sperber	M	M30-34	DEU			01:10:46	00:03:24	05:07:05	00:03:06	03:52:11	10:16:29
738	690	150	1088	Dominik Lenz	M	M30-34	DEU			01:04:44	00:03:15	04:54:45	00:02:41	04:11:09	10:16:31
739	691	26	843	Kenneth Roed	M	M50-54	DNK	Svendborg Triatlon Klub		01:21:56	00:03:08	05:03:05	00:02:12	03:46:33	10:16:52
740	692	151	1135	David Eckert	M	M30-34	DEU	Tri-Speedys Peine		01:08:54	00:02:22	05:10:55	00:02:09	03:52:37	10:16:54
741	693	1	704	Jörn Lauk	M	M65-69	DEU			01:12:10	00:04:33	05:15:34	00:03:46	03:41:02	10:17:03
742	694	152	2132	Nils Kraemer	M	M30-34	DEU			01:13:44	00:05:49	05:17:21	00:04:49	03:35:30	10:17:12
743	695	27	2169	Holger Schrobitz	M	M50-54	DEU	Multisport LOS		01:22:22	00:04:13	05:15:36	00:03:12	03:32:04	10:17:25
744	696	153	1346	Maximilian Walz	M	M30-34	DEU	VfL Marburg Triathlon		01:18:08	00:04:05	05:15:07	00:04:05	03:36:12	10:17:35
745	697	154	960	Michael Scharrer	M	M30-34	DEU			01:10:17	00:02:44	05:00:56	00:02:42	04:01:04	10:17:40
746	698	28	524	Karl Wimmer	M	M50-54	DEU	Triathlon ATSV Braunau		01:13:19	00:04:24	05:09:36	00:02:32	03:48:13	10:18:01
747	699	166	1242	Thorsten Schüler	M	M35-39	DEU	Styrumer TV		01:05:30	00:03:24	05:19:52	00:02:52	03:46:25	10:18:02
748	700	155	390	Paul Hilgenstock	M	M30-34	DEU	TC FIKO Rostock		01:24:32	00:04:15	05:06:50	00:02:10	03:40:20	10:18:04
749	701	83	1240	Sebastian Achenbach	M	M45-49	DEU	TG Kitzingen		01:03:37	00:04:47	05:19:24	00:05:35	03:44:51	10:18:12
750	49	4	638	Clara Redetzki	F	W35-39	DEU			01:19:49	00:02:47	05:03:01	00:02:50	03:49:49	10:18:14
751	702	29	928	Marcus Meyer-Bertram	M	M50-54	DEU	W98 Hannover		01:27:51	00:03:33	04:52:34	00:01:48	03:52:36	10:18:21
752	703	30	3061	Martin Wörner	M	M50-54	DEU	SG Poing		01:20:39	00:03:43	05:29:46	00:01:31	03:22:46	10:18:22
753	704	156	806	Tim Breidbach	M	M30-34	DEU	Plattfuss Racing		01:05:05	00:03:36	05:00:24	00:03:02	04:06:18	10:18:25
754	705	84	918	Marius Burger	M	M45-49	DEU	LC Jeannie 06		01:19:36	00:03:45	04:59:26	00:04:14	03:51:27	10:18:25
755	706	85	1097	Enrique Marcos Méndez	M	M45-49	ESP	c.d.cadiz costa de la luz		01:03:37	00:03:24	05:31:00	00:02:16	03:38:21	10:18:36
756	707	31	1016	Ralf Peters	M	M50-54	DEU	Armada Würselen		01:20:12	00:02:39	05:13:34	00:02:05	03:40:22	10:18:50
757	708	167	763	Hannes Schell	M	M35-39	AUT	Trivolution Triathlon Club		01:10:17	00:04:05	05:02:14	00:03:09	03:59:09	10:18:53
758	709	128	1172	Othmane Dahane	M	M40-44	DZA	Oullins Triathlon		00:59:50	00:03:07	05:21:02	00:02:25	03:52:36	10:18:59
759	710	32	822	Lior Zach Maor	M	M50-54	ISR	ZONE3		01:08:39	00:05:59	04:58:20	00:02:15	04:03:51	10:19:02
760	711	86	865	Rene Vetter	M	M45-49	DEU	LTC Wangen		01:26:30	00:02:51	04:48:14	00:02:15	03:59:17	10:19:04
761	712	87	1457	Marc Oberlehner	M	M45-49	AUT			01:26:48	00:03:15	05:04:54	00:02:48	03:41:34	10:19:17
762	713	157	1086	Marcel Köhler	M	M30-34	DEU	HSGazellen powered by Praxis Sailer		01:19:06	00:02:58	05:14:36	00:02:24	03:40:26	10:19:28
763	714	33	927	Hector Saiz Mons	M	M50-54	ESP	C.D.E. OZONO		01:10:09	00:06:38	05:14:12	00:03:46	03:44:52	10:19:34
764	715	129	728	Arne Kühl	M	M40-44	DEU			01:15:10	00:06:07	05:09:43	00:03:51	03:44:46	10:19:35
765	716	12	1483	Wolfgang Engelhardt	M	M55-59	AUT	Tri-Team Achensee		01:16:16	00:02:00	05:20:23	00:02:20	03:38:42	10:19:38
766	717	34	1576	Gerd Gröbminger	M	M50-54	AUT	Team milliSPORTS		01:05:47	00:03:43	05:09:01	00:02:29	03:58:40	10:19:38
767	718	130	563	Stefan Staartjes	M	M40-44	NLD	TV Almere		01:02:42	00:03:19	05:05:53	00:02:20	04:05:27	10:19:39
768	719	88	1109	Niels Maringer	M	M45-49	DEU	PSV Brühl Triathlon Team		01:13:05	00:05:37	05:24:07	00:01:55	03:35:06	10:19:47
769	720	131	1550	Peter Vitzthum	M	M40-44	DEU	FC Perach		01:15:52	00:05:33	05:12:53	00:05:58	03:39:36	10:19:49
770	721	168	858	Daniel Schmid	M	M35-39	CHE			01:21:04	00:03:57	05:20:15	00:02:57	03:31:43	10:19:53
771	722	132	322	Lars Ruhland	M	M40-44	DEU	TV Burglengenfeld		01:12:24	00:03:37	05:01:08	00:06:38	03:56:09	10:19:54
772	723	89	810	Emmanuel Gourbesville	M	M45-49	FRA	Triathlete Attitude Vincennes		01:34:02	00:05:41	05:10:41	00:04:01	03:25:35	10:19:58
773	724	158	1411	Tim Kallauka	M	M30-34	DEU	Plattfuß Racing Squad		01:15:16	00:03:30	05:15:59	00:02:42	03:42:38	10:20:03
774	725	159	1394	Jake Hayward	M	M30-34	GBR	MPTC		01:17:33	00:04:23	05:16:33	00:03:39	03:37:58	10:20:04
775	726	169	1382	Benjamin Stewart	M	M35-39	AUS	TRG		01:14:28	00:03:19	05:09:30	00:02:33	03:50:17	10:20:05
776	727	90	646	Ciaran Doheny	M	M45-49	IRL	Clonmel Triathlon Club		01:08:45	00:02:26	05:20:01	00:03:42	03:45:14	10:20:06
777	728	160	907	Pascal Knebel	M	M30-34	DEU	SV Gelnhausen		01:10:13	00:01:45	05:13:24	00:01:31	03:53:26	10:20:18
778	50	15	1563	Lea Stettler	F	W30-34	CHE	Garmin		01:17:41	00:02:59	05:23:14	00:03:32	03:32:54	10:20:18
779	729	13	1283	Frank Vasterling	M	M55-59	DEU	Power and Pace		01:21:59	00:03:11	05:25:53	00:04:13	03:25:07	10:20:21
780	730	170	1707	Russell Jackson	M	M35-39	GBR	Optimal Endurance Coaching		01:07:19	00:05:00	05:19:22	00:05:26	03:43:18	10:20:24
781	731	171	615	Jan-Niclas Hofmann	M	M35-39	DEU	Triathlon Team Düsseldorf		01:14:37	00:02:18	05:12:16	00:01:41	03:49:44	10:20:34
782	732	91	896	Gert Roschmann	M	M45-49	DEU	SV Ludwigsburg 08 / Erdinger Active Team		01:11:50	00:03:31	04:56:35	00:03:28	04:05:11	10:20:34
783	51	5	1830	Sarah Bremer	F	W35-39	DEU	VfL Pfullingen		01:14:05	00:04:30	05:18:36	00:04:00	03:39:26	10:20:36
784	733	172	1713	Benjamin Exner	M	M35-39	DEU	PV Triathlon TG Witten		01:19:42	00:03:09	04:59:59	00:03:10	03:54:55	10:20:53
785	734	173	1530	Christopher Sturm	M	M35-39	AUT	ASV Puch Tristars		01:28:45	00:06:48	05:05:09	00:05:37	03:34:39	10:20:56
786	52	19	127	Nelly Raßmann	F	WPRO	DEU	TV Planegg-Krailling		01:32:55	00:02:48	05:13:15	00:01:51	03:30:10	10:20:57
787	735	70	893	Lucian Betke	M	M25-29	DEU			00:59:41	00:04:50	05:13:58	00:06:21	03:56:15	10:21:03
788	736	10	1147	Nando Baumann	M	M20-24	CHE			01:25:21	00:02:44	05:01:04	00:02:55	03:49:06	10:21:08
789	737	35	1598	Markus Goettken	M	M50-54	DEU	SV Mergelstetten		01:33:20	00:05:27	05:12:56	00:04:29	03:24:58	10:21:08
790	738	174	1689	Keke Schulz	M	M35-39	DEU			01:29:53	00:03:45	05:11:17	00:04:25	03:31:57	10:21:16
791	739	161	1026	Adrian Rempel	M	M30-34	DEU	TV Günzburg		01:12:14	00:03:49	04:58:11	00:02:10	04:05:01	10:21:22
792	740	175	1292	Lukas Deeg	M	M35-39	DEU			01:13:26	00:05:42	05:05:22	00:02:35	03:54:25	10:21:28
793	741	36	1181	Petr Martinovsky Petr	M	M50-54	CZE			01:09:11	00:03:34	05:15:33	00:03:29	03:49:56	10:21:40
794	742	133	2994	Harry Feeney	M	M40-44	IRL	Blackwater Triathlon Club Cork		01:32:38	00:03:49	05:27:35	00:03:48	03:14:22	10:22:10
795	743	162	2173	Bernhard Teller	M	M30-34	DEU			01:14:31	00:04:18	05:13:10	00:03:48	03:46:26	10:22:11
796	744	134	867	Robert Krempler	M	M40-44	DEU			01:24:46	00:03:58	04:59:03	00:01:59	03:52:34	10:22:18
797	745	11	2735	Samuel Stührenberg	M	M20-24	DEU	Triathlon Team Düsseldorf		01:13:37	00:06:12	04:54:14	00:06:05	04:02:18	10:22:24
798	746	37	924	Ulf Bartels	M	M50-54	DEU	WSV 21 Wolfenbüttel		01:08:12	00:02:06	05:36:44	00:02:01	03:33:26	10:22:26
799	53	16	1371	Svenja Staehr	F	W30-34	DEU	MRRC München		01:11:44	00:01:57	05:22:52	00:01:52	03:44:05	10:22:28
800	747	92	1863	Dirk Adolphs	M	M45-49	DEU	Nordtriathleten Oberhausen		01:16:58	00:04:21	05:15:59	00:04:47	03:40:27	10:22:29
801	748	38	1080	Malte Schön	M	M50-54	DEU	Triabolos		01:17:45	00:05:39	05:15:43	00:03:34	03:39:53	10:22:32
802	749	135	1031	Marek Stössinger	M	M40-44	DEU	Tria Basilea		01:13:16	00:05:29	05:23:20	00:03:45	03:36:46	10:22:33
803	750	176	885	Benedikt Kitzinger	M	M35-39	DEU			01:13:16	00:03:21	05:14:25	00:03:24	03:48:22	10:22:46
804	751	93	1513	Christian Schirra	M	M45-49	DEU	Tri-Turtles Friedrichsthal e.V.		01:16:47	00:04:05	05:11:18	00:02:35	03:48:12	10:22:55
805	752	163	786	Maximilian Krückel	M	M30-34	DEU	Habamo		01:08:49	00:03:58	04:54:59	00:05:09	04:10:19	10:23:11
806	753	39	1678	Lars Gidaszewski	M	M50-54	DEU	TRI Geckos Dortmund		01:17:18	00:03:07	05:20:51	00:02:28	03:39:30	10:23:11
807	754	136	3176	Patrick Hiemeyer	M	M40-44	DEU			01:19:28	00:04:22	05:27:05	00:02:28	03:29:54	10:23:14
808	755	137	1496	Dennis Ignatkin	M	M40-44	DEU	TB Erlangen		01:19:34	00:03:48	05:15:19	00:03:49	03:40:47	10:23:15
809	756	177	1746	Michael Schatz	M	M35-39	DEU			01:25:19	00:02:47	05:10:37	00:02:24	03:42:11	10:23:16
810	757	178	1200	Timur Iglikov	M	M35-39	KAZ	Perfectum team		01:21:25	00:05:19	05:11:04	00:03:47	03:41:51	10:23:24
811	758	179	2060	Josef Haiker	M	M35-39	DEU	Freiwillige Feuerwehr Piding		01:18:05	00:03:52	05:21:35	00:03:45	03:36:26	10:23:41
812	759	71	1352	Yannick Hefti	M	M25-29	CHE			01:32:52	00:03:40	05:03:41	00:03:35	03:39:56	10:23:42
813	760	138	675	Patrick Maier	M	M40-44	DEU			01:19:55	00:04:15	04:59:50	00:03:25	03:56:36	10:23:58
814	761	180	1256	Florian Wagner	M	M35-39	DEU	SV Obermögersheim		01:25:01	00:04:03	05:18:13	00:01:39	03:35:08	10:24:01
815	762	2	844	Josef Diepold	M	M60-64	DEU	SC-Delphin Ingolstadt		01:20:18	00:02:59	05:01:21	00:02:47	03:56:40	10:24:03
816	763	181	341	Harel Ben David	M	M35-39	ISR	TEAM SEROYA		01:32:23	00:04:36	05:17:49	00:01:47	03:27:30	10:24:04
817	764	94	1838	Clemens Mattheis	M	M45-49	DEU	TSV Tutzing		01:18:09	00:04:05	05:14:40	00:03:55	03:43:32	10:24:19
818	765	182	2180	Florian Rosch	M	M35-39	DEU	Tri-Turtles Friedrichsthal		01:11:01	00:04:30	04:49:42	00:04:07	04:15:03	10:24:20
819	766	183	1159	Ryszard Gurzeda	M	M35-39	POL			01:12:04	00:03:22	05:35:09	00:02:45	03:31:02	10:24:20
820	54	17	1218	Alexandra Weinfurter	F	W30-34	DEU	LTV Naabtal		01:07:56	00:03:38	05:19:34	00:04:13	03:49:00	10:24:20
821	55	7	1027	Tine Hausmann	F	W40-44	DEU	TriPost Trier		01:25:21	00:05:45	05:28:09	00:06:11	03:18:58	10:24:22
822	767	95	2504	Michael Brandstätter	M	M45-49	DEU	SG Poing		01:21:25	00:02:24	05:14:45	00:02:11	03:43:44	10:24:28
823	768	72	2313	Max Schäpers	M	M25-29	DEU			01:06:05	00:02:04	05:05:27	00:02:52	04:08:07	10:24:33
824	769	164	640	Magnus Bregning	M	M30-34	DNK	ktk86		01:05:30	00:03:35	05:02:20	00:02:07	04:11:13	10:24:44
825	770	139	1288	Christian Wendler	M	M40-44	DEU	PSV Stralsund		01:30:37	00:05:59	05:22:15	00:02:16	03:23:52	10:24:57
826	56	18	2278	Zoe Schöndorf	F	W30-34	DEU			01:25:19	00:03:27	05:25:47	00:02:00	03:28:27	10:24:57
827	771	140	821	Nir Avitan	M	M40-44	ISR	SOLOS-TRIHARD		01:19:22	00:03:22	05:07:44	00:04:04	03:50:39	10:25:09
828	772	141	1133	Ulrich Lauda	M	M40-44	AUT			01:37:20	00:03:10	05:06:03	00:02:32	03:36:09	10:25:13
829	773	184	1660	Rouven Kuhn	M	M35-39	DEU	Berufsfeuerwehr Solingen / Team UltraSports		01:21:10	00:02:59	05:11:55	00:03:18	03:45:53	10:25:14
830	774	40	1192	Damien Favre-Felix	M	M50-54	FRA	DOLE TRIATHLON		01:12:46	00:03:22	04:59:57	00:02:21	04:06:54	10:25:19
831	775	41	2068	Andreas Zouhar	M	M50-54	AUT			01:14:21	00:02:50	05:15:46	00:03:28	03:49:06	10:25:28
832	776	96	1637	Marc Barrow	M	M45-49	GBR	Swansea Vale Tri		01:18:19	00:03:57	05:04:00	00:02:50	03:56:28	10:25:32
833	777	165	619	Florian Messner	M	M30-34	AUT	ATUS Knittelfeld		01:11:24	00:02:12	05:15:40	00:02:03	03:54:16	10:25:33
834	778	185	1166	Fabian Häde	M	M35-39	DEU	Plattfuss Racing		01:15:30	00:05:31	05:05:36	00:03:29	03:55:35	10:25:40
835	779	186	1153	Patrick Weitzel	M	M35-39	DEU			01:22:57	00:02:39	05:04:56	00:02:37	03:52:33	10:25:40
836	779	166	1021	Florian Pichlmann	M	M30-34	AUT	Kona Endurance		01:02:52	00:03:20	04:59:08	00:03:03	04:17:20	10:25:40
837	781	167	1465	Sandro Christinet	M	M30-34	CHE	tripl3		01:12:50	00:03:28	05:05:47	00:02:32	04:01:17	10:25:52
838	782	187	1421	Mohammad Shamsuzzaman	M	M35-39	BGD			01:11:37	00:04:01	05:39:47	00:03:04	03:27:32	10:25:59
839	783	97	682	Jonathan Carrick	M	M45-49	GBR	Team NFT		01:29:34	00:03:00	05:12:03	00:04:54	03:36:36	10:26:05
840	784	98	1440	Oliverio Falcon Saavedra	M	M45-49	ESP	Triguanac		01:13:31	00:03:40	05:17:45	00:03:43	03:47:29	10:26:06
841	785	142	986	Nikolai Plath	M	M40-44	DEU			01:09:22	00:06:29	05:22:19	00:02:41	03:45:22	10:26:12
842	786	42	1450	Christian Moosburger	M	M50-54	DEU	SV Höhenberg		01:31:41	00:05:28	05:03:04	00:04:12	03:41:59	10:26:21
843	787	143	1827	Michael Knape	M	M40-44	DEU	Athletico Leipzig		01:08:15	00:02:30	05:21:59	00:03:24	03:50:21	10:26:25
844	788	188	496	Stefan Gerhards	M	M35-39	DEU	Triathlon Rockets		01:12:10	00:05:39	05:00:10	00:01:43	04:06:49	10:26:29
845	789	99	1057	Christian Bodach	M	M45-49	DEU	Tri-Geckos Dortmund		01:08:13	00:04:47	05:21:06	00:04:49	03:47:40	10:26:32
846	790	168	880	Thomas Moritz	M	M30-34	DEU	Arriba Göppersdorf		01:35:58	00:02:30	05:10:01	00:01:45	03:36:22	10:26:33
847	791	43	1211	Eddie Fishman	M	M50-54	USA	Marilyn Chychota Coaching		01:16:40	00:04:07	05:37:27	00:02:14	03:26:12	10:26:37
848	792	144	2042	Florian Bader	M	M40-44	DEU	Twin Neumarkt		01:23:58	00:06:38	05:15:25	00:02:29	03:38:10	10:26:38
849	793	73	945	Andrea Fuk	M	M25-29	ITA	ASD Rari Nantes Triathlon Trieste		01:18:59	00:03:04	05:23:05	00:03:44	03:37:52	10:26:42
850	794	189	663	Thomas Husar	M	M35-39	DEU	TSV Stein		01:04:31	00:04:31	05:03:17	00:03:09	04:11:19	10:26:45
851	795	74	1199	Lennart Sigg	M	M25-29	DEU	Team Nikar Heidelberg		01:05:39	00:03:18	05:14:24	00:03:26	04:00:04	10:26:48
852	796	190	985	Stefan Papusoi	M	M35-39	ROU			01:18:30	00:01:47	04:55:18	00:01:57	04:09:24	10:26:54
853	797	145	1219	Myoungjin Oh	M	M40-44	KOR	TEAM YODA		01:21:39	00:03:25	05:21:14	00:02:29	03:38:12	10:26:58
854	798	169	939	Antoine Renard	M	M30-34	BEL			01:25:55	00:04:14	05:13:50	00:02:08	03:40:56	10:27:01
855	799	170	1875	Karl Rösler	M	M30-34	DEU			01:19:15	00:03:16	05:09:00	00:03:19	03:52:14	10:27:03
856	800	44	1535	Markus Stautner	M	M50-54	DEU	Tri-Team Kitzbühel		01:26:38	00:04:36	05:04:55	00:02:43	03:48:13	10:27:03
857	801	171	2230	Johannes Seidl	M	M30-34	DEU			01:12:23	00:04:40	05:23:43	00:05:52	03:40:37	10:27:12
858	57	8	2508	Julia Schuler	F	W25-29	DEU			01:00:38	00:03:50	05:28:42	00:02:54	03:51:11	10:27:12
859	802	75	964	Sebastian Von Jutrzenka	M	M25-29	DEU	SV Waldkirch		01:36:18	00:05:10	05:25:13	00:01:51	03:18:45	10:27:16
860	803	146	1672	James Fitzgerald	M	M40-44	IRL	Trihub		01:14:24	00:03:48	05:25:27	00:02:48	03:40:58	10:27:23
861	58	8	1552	Veronika Umrath	F	W40-44	DEU	RSC Kempten		01:08:22	00:03:32	05:38:20	00:02:00	03:35:14	10:27:26
862	804	147	1141	Fabian Neugebauer	M	M40-44	DEU	LC Hansa Stuhr Tri-Wölfe		01:09:25	00:06:33	05:13:03	00:03:55	03:54:33	10:27:28
863	805	12	1441	Itay Russo	M	M20-24	ISR	seroya team		01:16:36	00:02:29	05:17:24	00:02:40	03:48:23	10:27:31
864	806	172	2314	Billy Dawe	M	M30-34	CAN	Rock Racing Triathlon		01:13:19	00:05:50	05:05:45	00:04:30	03:58:11	10:27:33
865	807	191	1426	York Stanham	M	M35-39	AUS			01:17:04	00:04:01	05:04:39	00:03:24	03:58:30	10:27:36
866	808	148	1270	Jens Haase	M	M40-44	DEU	WSU Tri-Team		01:18:27	00:04:39	05:28:54	00:03:01	03:32:38	10:27:36
