Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
1464	1344	295	2996	Ash Habel	M	M35-39	GBR	Stratford-upon-Avon Triathlon Club		01:25:09	00:03:08	05:41:25	00:03:04	04:05:21	11:18:06
1465	1345	114	1286	Jan Dejung	M	M25-29	DEU			01:19:43	00:03:58	05:31:12	00:02:59	04:20:20	11:18:10
1466	1346	207	864	Jayme Estefan Da Silva Gerheim	M	M45-49	BRA	TriGer		01:13:56	00:05:40	05:30:59	00:04:53	04:22:56	11:18:22
1467	1347	254	732	Tomá? Beno	M	M40-44	CZE	Rocktechnik triatlon		01:33:33	00:07:08	05:31:34	00:04:26	04:02:03	11:18:42
1468	1348	115	2025	Sybren Vansteenkiste	M	M25-29	BEL			01:30:06	00:02:29	05:20:05	00:02:01	04:24:07	11:18:45
1469	1349	249	1890	Olivier Verschatse	M	M30-34	BEL	Mr T Gent		01:19:02	00:03:58	05:42:02	00:05:21	04:08:26	11:18:47
1470	1350	250	1794	Marijn Van Dommelen	M	M30-34	NLD			01:23:28	00:05:15	05:32:49	00:05:16	04:12:10	11:18:55
1471	1351	208	1542	Gregory Jenkyns	M	M45-49	AUS	Caloundra Triathlon Club		01:14:28	00:04:27	05:31:57	00:03:51	04:24:57	11:19:38
1472	1352	255	1604	Jonathan Rick	M	M40-44	USA			01:12:22	00:03:29	05:34:34	00:02:08	04:27:11	11:19:42
1473	1353	209	2216	Maximilian Schäfer	M	M45-49	DEU	RSC Kempten		01:14:53	00:03:47	05:20:47	00:04:08	04:36:17	11:19:51
1474	1354	10	1582	Mario Meyer	M	M60-64	DEU	BSG Hamburg Wasser		01:24:53	00:03:30	05:36:02	00:05:34	04:09:55	11:19:52
1475	1355	256	2050	Vicente Brocchetto	M	M40-44	BRA	Asphalt Green		01:15:58	00:05:26	05:34:46	00:07:20	04:16:26	11:19:53
1476	1356	114	2241	Markus Trinkerl	M	M50-54	DEU	SSV Forchheim		01:20:48	00:04:15	05:33:33	00:03:41	04:17:39	11:19:54
1477	1357	257	621	Michael Brandl	M	M40-44	AUT	Tri Team 1.USC Traun		01:03:44	00:03:38	05:37:00	00:04:24	04:31:14	11:19:59
1478	1358	296	2498	Peter Meyerhöfer	M	M35-39	DEU	Schwimmerbund BAYERN 07 e.V.		01:20:55	00:07:10	05:30:36	00:03:17	04:18:02	11:19:59
1479	1359	115	1082	Elmar Sprink	M	M50-54	DEU	VFB Salzkotten		01:24:25	00:04:45	05:37:24	00:06:32	04:06:55	11:19:59
1480	121	21	2185	Simone Heber	F	W35-39	DEU	MRRC München		01:32:38	00:03:31	05:43:35	00:02:24	03:58:05	11:20:11
1481	1360	297	1246	Niklaas Nilson	M	M35-39	DEU	ERDINGER Active TEAM		01:08:51	00:03:00	05:50:33	00:04:19	04:13:45	11:20:26
1482	1361	251	1644	Marco Schleeh	M	M30-34	DEU			01:19:21	00:05:03	05:35:03	00:05:06	04:15:56	11:20:27
1483	1362	116	1942	Jürgen Tobisch	M	M50-54	DEU	TCEC		01:26:02	00:03:53	05:28:39	00:03:49	04:18:20	11:20:41
1484	1363	258	2640	Thomas Voet	M	M40-44	DEU	SV Olympia Uelsen		01:24:37	00:06:32	05:44:14	00:02:11	04:03:09	11:20:42
1485	1364	117	1922	Peter Rabenecker	M	M50-54	DEU	Kraichgau Triathlon e.V.		01:20:58	00:03:31	05:35:56	00:06:46	04:13:44	11:20:53
1486	1365	298	3674	Simon Schmelz	M	M35-39	DEU	WSV Otterskirchen		01:31:16	00:05:29	06:03:38	00:05:03	03:35:37	11:21:02
1487	1366	259	2102	Christian Frömter	M	M40-44	DEU	RSV Freilassing Triathlon		01:25:32	00:04:05	05:47:20	00:02:23	04:01:44	11:21:02
1488	1367	210	2460	Kane Fergusson	M	M45-49	AUS	North Coast Triathlon Club		01:23:01	00:06:33	05:38:40	00:03:47	04:09:08	11:21:06
1489	1368	252	1025	Marc Bastian	M	M30-34	DEU	MTG Mannheim Triathlon		01:08:31	00:02:30	05:09:50	00:02:38	04:57:40	11:21:06
1490	1369	260	2143	Markus Hausmann	M	M40-44	DEU			01:31:06	00:03:24	05:42:59	00:03:38	04:00:07	11:21:11
1491	1370	211	952	Thomas Götsch	M	M45-49	DEU			01:30:08	00:02:57	05:07:33	00:02:34	04:38:05	11:21:15
1492	1371	212	1939	David Chandler	M	M45-49	GBR	None		01:17:29	00:05:22	06:07:06	00:05:01	03:46:22	11:21:18
1493	1372	35	1802	Steffen Lochner	M	M55-59	DEU	Buchmann Bau		01:22:41	00:03:52	05:36:07	00:02:21	04:16:21	11:21:20
1494	122	14	2708	Ramona Förtsch	F	W25-29	DEU	TSV Gaimersheim		01:31:01	00:03:28	05:36:41	00:03:09	04:07:08	11:21:25
1495	1373	118	2517	Didier Duret	M	M50-54	FRA	SUS Stadtlohn Triathlon		01:13:38	00:03:36	05:46:15	00:02:36	04:15:24	11:21:27
1496	123	42	2545	Gaelle Reiller	F	W30-34	FRA	All out training		01:22:39	00:04:57	05:40:41	00:03:18	04:09:54	11:21:28
1497	1374	213	2610	Othmane El Bahij	M	M45-49	MAR			01:21:20	00:10:19	05:51:55	00:04:39	03:53:19	11:21:31
1498	1375	36	1894	Henning Schüler	M	M55-59	DEU	ZDF Sportgruppe		01:01:34	00:02:24	05:32:09	00:03:25	04:42:04	11:21:33
1499	1376	214	2203	Ricardo Schaefer	M	M45-49	GBR			01:20:11	00:03:54	05:43:17	00:02:17	04:11:57	11:21:34
1500	1377	119	2019	Andreas Weber	M	M50-54	DEU			01:35:08	00:02:52	05:19:58	00:02:33	04:21:10	11:21:38
1501	1378	37	2282	Ryan Douglas	M	M55-59	NLD			01:28:27	00:06:53	05:54:05	00:05:26	03:46:54	11:21:43
1502	1379	116	2263	Christoph Ludwig	M	M25-29	DEU			01:17:59	00:06:16	05:39:59	00:05:54	04:11:38	11:21:44
1503	1380	299	2815	Guilherme Sales	M	M35-39	BRA	Tribus/Produção		01:10:48	00:06:01	05:19:01	00:05:27	04:40:32	11:21:47
1504	1381	38	1831	Dallas Holverson	M	M55-59	USA	MyProCoach		01:25:07	00:05:30	05:40:31	00:03:48	04:06:58	11:21:52
1505	124	15	2644	Bianca Schiefelbein	F	W40-44	DEU	Triabolos Hamburg		01:13:46	00:08:49	05:48:59	00:07:53	04:02:32	11:21:57
1506	125	16	2620	Marie Town	F	W40-44	USA	Triathlon Club of San Diego		01:20:48	00:03:59	05:48:32	00:04:50	04:03:53	11:22:00
1507	1382	39	1588	Andreas Niehren	M	M55-59	DEU	Tri-Turtles Friedrichsthal		01:27:47	00:05:35	05:33:36	00:05:03	04:10:17	11:22:17
1508	1383	120	1098	Antonio Gomez	M	M50-54	ESP	DESAM.ES		01:25:27	00:03:51	05:50:16	00:03:49	03:59:06	11:22:27
1509	126	43	3395	Corine De Mey	F	W30-34	BEL	LTC		01:18:54	00:03:46	05:54:16	00:02:19	04:03:16	11:22:29
1510	1384	261	2657	Emanuele Filippi	M	M40-44	ITA	Onda della Pietra		01:21:40	00:04:44	05:46:09	00:05:03	04:04:56	11:22:31
1511	1385	215	3146	Christian Schmidt	M	M45-49	DEU	Team OPTIMUM		01:33:37	00:08:52	05:33:01	00:07:48	03:59:15	11:22:31
1512	1386	216	2155	Steffen Pilopp	M	M45-49	DEU			01:22:01	00:04:26	05:31:37	00:03:15	04:21:23	11:22:39
1513	1387	18	2156	Benjamin Pilopp	M	M20-24	DEU			01:17:51	00:04:04	05:06:03	00:03:15	04:51:29	11:22:40
1514	1388	121	1855	Peter Lips	M	M50-54	DEU			01:37:42	00:03:47	05:38:44	00:02:52	03:59:36	11:22:40
1515	1389	122	2441	Bryan Park	M	M50-54	GBR	Westcroft Triathlon		01:09:14	00:06:02	05:46:23	00:06:33	04:14:34	11:22:44
1516	127	15	2061	Nina Schwarz	F	W25-29	AUT			00:54:00	00:04:17	05:36:07	00:02:05	04:46:28	11:22:55
1517	1390	123	2181	Karl Bonner	M	M50-54	GBR			01:15:26	00:05:26	05:42:11	00:04:09	04:15:57	11:23:07
1518	1391	300	2328	Shane Barone	M	M35-39	USA	Foley Athletics		01:28:00	00:05:51	05:43:46	00:04:32	04:01:05	11:23:13
1519	1392	40	1546	Axel Rüll	M	M55-59	DEU			01:14:54	00:03:44	05:16:51	00:04:19	04:43:37	11:23:22
1520	1393	217	944	Björn Wellmer	M	M45-49	DEU	SC Weyhe		01:23:24	00:03:12	05:39:17	00:03:28	04:14:07	11:23:25
1521	128	1	1745	Eve Schaffer	F	W20-24	CHE	Tripl3		01:17:21	00:06:42	05:39:51	00:04:27	04:15:14	11:23:34
1522	1394	41	1495	Karl White	M	M55-59	NZL	Tri Wellington		01:10:18	00:02:47	05:22:35	00:04:29	04:43:32	11:23:39
1523	1395	42	2866	Matthias Roider	M	M55-59	DEU	SCPE München		01:23:36	00:05:17	05:28:10	00:04:40	04:22:00	11:23:40
1524	1396	262	492	Piotr Maksymiuk	M	M40-44	POL			01:12:05	00:04:14	05:00:40	00:04:00	05:02:49	11:23:45
1525	1397	263	2997	Mike Meilikhov	M	M40-44	DEU			01:43:36	00:03:28	05:37:04	00:02:58	03:56:42	11:23:47
1526	129	7	2285	Beatriz Lalaguna	F	W45-49	ESP	Peñota Alusigma triatlon		01:19:02	00:05:00	05:47:46	00:07:15	04:04:57	11:23:58
1527	1398	124	2494	Andreas Romberg	M	M50-54	DEU	LTV Lippstadt Triathlon		01:27:45	00:07:05	05:34:50	00:01:59	04:12:26	11:24:04
1528	1399	218	2571	Daniel Bako	M	M45-49	ROU	Kona Triathlon Club Timisoara		01:32:55	00:03:55	05:45:13	00:02:38	03:59:27	11:24:06
1529	1400	219	2249	Patrick Schneider	M	M45-49	DEU	ASC Ahlen		01:13:51	00:04:02	05:33:37	00:06:37	04:26:05	11:24:12
1530	1401	301	1733	Johannes Schapdick	M	M35-39	DEU	Bocholter WSV		01:10:47	00:05:16	05:41:03	00:08:35	04:18:41	11:24:20
1531	1402	220	2002	Alexander Wassmann	M	M45-49	DEU	RSV Osthelden		01:16:53	00:06:44	05:45:48	00:04:04	04:10:56	11:24:23
1532	1403	125	2316	Marcel Huber	M	M50-54	CHE			01:22:37	00:04:15	05:58:28	00:04:40	03:54:37	11:24:35
1533	1404	43	1824	Detlef Engelhardt	M	M55-59	DEU	Team Klinikum Nürnberg		01:35:30	00:06:47	05:27:59	00:02:00	04:12:22	11:24:36
1534	1405	221	653	Andreas Gaubatz	M	M45-49	DEU	Eintracht Frankfurt Triathlon		01:17:44	00:03:54	05:08:03	00:03:22	04:51:38	11:24:39
1535	1406	222	1833	Ronny Reese	M	M45-49	DEU	TVB09 Berlin		01:27:42	00:03:15	05:36:15	00:02:40	04:14:49	11:24:40
1536	1407	223	599	Manuel Wolter	M	M45-49	DEU	Team SAYV Security		01:49:21	00:04:32	05:36:31	00:04:59	03:49:23	11:24:43
1537	1408	264	1936	Robert Gally	M	M40-44	USA	Triathlon Club of San Diego		01:18:47	00:04:07	05:48:54	00:05:19	04:07:56	11:25:01
1538	1409	253	2646	Alexander Fabri	M	M30-34	DEU	power&pace by tri-mag.de		01:21:51	00:07:20	05:47:06	00:06:10	04:02:45	11:25:10
1539	130	8	2653	Sandra Langguth	F	W45-49	DEU	Trias Wernau		01:33:53	00:07:09	05:34:44	00:05:08	04:04:22	11:25:14
1540	1410	302	2809	Anthony Anthony Paubel	M	M35-39	FRA	ARC Annecy		01:13:08	00:05:40	05:15:39	00:03:50	04:47:04	11:25:19
1541	1411	44	1729	Martin Kleinjan	M	M55-59	NLD			01:28:52	00:06:31	05:36:05	00:02:56	04:11:10	11:25:33
1542	131	44	1769	Dorothea Lehmann	F	W30-34	DEU	Team Nikar Heidelberg		01:37:08	00:03:17	05:49:23	00:02:44	03:53:04	11:25:34
1543	1412	254	2085	Maximilian Gaida	M	M30-34	AUT	Sports Monkeys Triathlon Club		01:10:37	00:02:53	05:32:11	00:03:14	04:36:45	11:25:37
1544	1413	255	2056	Thomas Holzmann	M	M30-34	AUT	SU Tri Styria		01:20:45	00:03:47	05:24:23	00:04:18	04:32:33	11:25:45
1545	1414	265	1694	Björn Vielberth	M	M40-44	DEU	TSV Dettingen / Erms Abt. Rad		01:22:37	00:03:33	05:52:09	00:04:39	04:02:52	11:25:48
1546	1415	256	1868	Johann Lembach	M	M30-34	DEU	KULIA Coaching		01:25:09	00:06:00	05:27:51	00:05:27	04:21:26	11:25:50
1547	132	6	1349	Thalia Hessey	F	W50-54	GBR	Tri Surrey		01:19:30	00:02:09	05:44:02	00:04:23	04:15:53	11:25:55
1548	1416	126	2296	Idan Laifer	M	M50-54	ISR	Run2Tri		01:14:43	00:03:51	05:41:48	00:02:26	04:23:10	11:25:56
1549	1417	266	1657	Danny Heilmann	M	M40-44	DEU	Lauf-KulTour e.V.		01:19:14	00:02:51	05:29:40	00:01:58	04:32:15	11:25:56
1550	1418	267	1777	Oren Buskila	M	M40-44	ISR	Team Seroya		01:28:35	00:06:07	06:01:01	00:03:25	03:46:52	11:25:58
1551	1419	224	2128	Markus Geithner	M	M45-49	DEU	LG Mettenheim		01:18:22	00:04:45	05:31:15	00:02:59	04:28:42	11:26:00
1552	133	7	3151	Marla Zucht	F	W50-54	CAN	Whistler Triathlon Club		01:27:29	00:05:11	05:48:09	00:06:03	03:59:12	11:26:01
1553	1420	303	1938	Tuomo Rissanen	M	M35-39	FIN	Nilsiän Nujakka		01:48:27	00:04:40	05:48:52	00:03:55	03:40:22	11:26:14
1554	1421	225	2359	Matthias Jäger	M	M45-49	DEU	TG Hanau		01:54:37	00:03:04	05:43:19	00:03:39	03:41:48	11:26:25
1555	1422	226	847	Lars Winkler	M	M45-49	DEU	SG Chemie Zeitz Triathlon		01:03:34	00:04:52	06:10:25	00:03:54	04:03:44	11:26:27
1556	134	45	2479	Victoria Ruß	F	W30-34	DEU	WSV Bad Tölz		01:07:15	00:02:46	06:00:51	00:05:04	04:10:35	11:26:29
1557	1423	127	1592	Sven Wolff	M	M50-54	DEU	Hannover 96 Triathlon		01:26:53	00:05:08	05:41:35	00:04:31	04:08:25	11:26:30
1558	1424	268	2781	Wim De Meester	M	M40-44	BEL	WTDT		01:13:56	00:06:04	05:53:14	00:07:41	04:05:39	11:26:32
1559	135	46	1955	Lana Pfeiffer	F	W30-34	DEU	Tristar Regensburh		01:16:19	00:04:14	05:44:58	00:02:26	04:18:37	11:26:32
1560	1425	269	3140	David Schmidt	M	M40-44	DEU			01:46:46	00:07:40	05:48:41	00:03:38	03:39:50	11:26:33
1561	1426	227	802	Gil Alkobi	M	M45-49	ISR	Iron Project		01:14:15	00:04:42	05:51:57	00:03:03	04:12:39	11:26:34
1562	1427	45	1994	Christian Stulz	M	M55-59	CAN	Whistler Triathlon Club		01:37:24	00:08:33	05:43:30	00:04:48	03:52:28	11:26:41
1563	1428	228	2299	Assi Asher Abuhasira	M	M45-49	ISR	IRON PROJECT		01:28:33	00:05:00	05:47:36	00:03:44	04:01:53	11:26:44
1564	1429	46	1237	Volker Kaibel	M	M55-59	DEU	Trimago		01:44:37	00:09:07	05:11:38	00:08:21	04:13:07	11:26:47
1565	1430	117	2731	Jakob Schneider	M	M25-29	DEU			01:35:37	00:04:08	05:42:06	00:02:14	04:02:46	11:26:50
1566	1431	304	2026	Matthias Dingwerth	M	M35-39	DEU			01:24:20	00:03:43	05:42:12	00:04:11	04:12:31	11:26:55
1567	1432	257	1757	Nikolai Zverkov	M	M30-34	CUB	JusTTri (RU)		01:31:28	00:03:18	05:56:39	00:02:16	03:53:24	11:27:02
1568	1433	305	2119	Sven Thalmann	M	M35-39	DEU	Erdinger Active Team		01:31:27	00:04:06	05:23:36	00:03:46	04:24:11	11:27:04
1569	1434	258	747	Tobias List	M	M30-34	DEU	kupaa Younique Athletics // Erdinger Active Team		01:18:47	00:03:32	05:32:19	00:02:45	04:29:53	11:27:13
1570	1435	128	1384	Glyn Tallon	M	M50-54	IRL	Ventroux		01:33:28	00:06:06	05:33:08	00:06:04	04:08:41	11:27:25
1571	1436	129	1533	Xavier Nadal Mestre	M	M50-54	ESP	TRILERCAVONS		01:19:33	00:04:12	05:57:31	00:04:22	04:01:49	11:27:25
1572	136	47	1447	Richelle Kuijper	F	W30-34	NLD			01:12:47	00:03:58	05:52:06	00:05:31	04:13:06	11:27:26
1573	1437	130	1556	Uwe Hausmann	M	M50-54	DEU	PSV BRÜHL TRIATHLON TEAM		01:34:14	00:02:49	05:31:01	00:02:42	04:17:00	11:27:44
1574	1438	131	1829	Maik Ulke	M	M50-54	DEU	Tri Fun Güstrow		01:30:26	00:04:17	05:36:26	00:03:09	04:13:28	11:27:44
1575	1439	229	2649	Bastian Maylaender	M	M45-49	CHE	Tria Basilea		01:27:42	00:06:41	05:40:46	00:02:54	04:09:47	11:27:48
1576	1440	11	1308	Armin Weber	M	M60-64	DEU	SC Neukirchen 1864 e.V.		01:27:13	00:03:43	05:48:51	00:02:47	04:05:19	11:27:51
1577	1441	270	2604	Xiaofei Zhao	M	M40-44	CHN	LongYuan		01:30:29	00:10:23	05:43:19	00:09:09	03:54:34	11:27:54
1578	1442	271	1681	Benjamin Estner	M	M40-44	DEU	TSV Oettingen		01:32:11	00:03:36	05:21:57	00:11:21	04:18:52	11:27:54
1579	1443	272	2658	Mark Burley	M	M40-44	GBR			01:15:50	00:06:15	05:59:27	00:04:07	04:02:16	11:27:55
1580	1444	12	1446	Boaz Dinte	M	M60-64	ISR	ZONE3		01:13:37	00:07:24	05:40:41	00:07:11	04:19:07	11:27:59
1581	1445	118	2261	Johannes Burmester	M	M25-29	DEU			01:25:16	00:03:49	04:58:05	00:05:03	04:55:55	11:28:07
1582	1446	273	3150	Jan Tietjen	M	M40-44	DEU			01:32:49	00:03:29	05:32:27	00:06:23	04:13:00	11:28:07
1583	1447	230	1859	Enrico Heinicke	M	M45-49	DEU			01:16:35	00:05:12	05:39:12	00:03:48	04:23:33	11:28:18
1584	1448	274	1740	Rene Lochhaas	M	M40-44	DEU	power & pace		01:33:51	00:04:30	05:46:38	00:04:14	03:59:15	11:28:26
1585	137	9	1767	Galiya Brogden	F	W45-49	GBR			01:40:37	00:06:15	05:54:57	00:03:41	03:43:04	11:28:32
1586	1449	306	1734	Julian Mayer	M	M35-39	DEU			01:17:15	00:03:43	05:47:04	00:05:51	04:14:48	11:28:39
1587	1450	231	1330	Oscar Siesser	M	M45-49	ITA	Fersen Triathlon		01:08:43	00:07:00	05:43:01	00:08:19	04:21:40	11:28:41
1588	1451	307	1881	Nikolai Skobelev	M	M35-39		BeTri		01:22:10	00:04:19	05:49:42	00:05:58	04:06:40	11:28:47
1589	138	17	2033	Claire Ferguson	F	W40-44	AUS			01:09:01	00:04:51	05:48:09	00:03:15	04:23:33	11:28:48
1590	1452	259	465	Felix Grubert	M	M30-34	DEU			01:10:34	00:03:35	05:16:39	00:04:24	04:53:41	11:28:51
1591	1453	13	894	Peter Uhl	M	M60-64	DEU	Buxtehuder Sportverein		01:21:18	00:03:37	05:54:39	00:02:00	04:07:39	11:29:11
1592	1454	232	2518	Andre Dietze	M	M45-49	DEU	Triathlonverein Dresden / Pushinglimits Club		01:20:00	00:08:54	05:35:39	00:04:39	04:20:06	11:29:16
1593	1455	233	1893	Alan Van Hoey	M	M45-49	NLD			01:11:39	00:03:38	05:52:27	00:03:34	04:18:02	11:29:18
1594	139	3	2534	Nadja Coridaß	F	W55-59	DEU	TreeTops TSG Neuenhain		01:47:30	00:07:51	05:37:08	00:04:54	03:51:58	11:29:19
1595	1456	47	2692	Detlef Redante	M	M55-59	DEU	Erdinger Active Team		01:20:45	00:03:28	05:48:11	00:05:02	04:11:56	11:29:22
1596	1457	132	1473	Jose Fernando Sanchez Bleda	M	M50-54	ESP	ALTAFIT CLUB TRIATLON		01:24:44	00:03:46	05:58:30	00:03:19	03:59:06	11:29:23
1597	140	22	2418	Saskia Straßer	F	W35-39	DEU			01:21:01	00:05:38	06:08:16	00:04:12	03:50:22	11:29:27
1598	1458	308	1408	Marcos Colombari	M	M35-39	BRA	EB Assessoria Esportiva		01:16:13	00:04:04	05:49:43	00:04:39	04:14:54	11:29:31
1599	1459	119	1916	Thomas Strunz	M	M25-29	DEU	guttenberger + parter		01:45:23	00:04:52	05:20:12	00:04:02	04:15:10	11:29:37
1600	1460	275	1482	Daniel Garcia	M	M40-44	CHE			01:13:12	00:02:56	05:18:54	00:05:41	04:48:56	11:29:38
1601	1461	234	2251	Martin Moege	M	M45-49	DEU	Purple Patch Fitness		01:31:41	00:02:56	05:35:41	00:04:23	04:15:07	11:29:45
1602	1462	235	1277	Stephan Nojack	M	M45-49	DEU	TSV 1862 Neuburg		01:32:57	00:05:34	05:32:19	00:04:21	04:14:42	11:29:51
1603	1463	276	454	Mark Billyard	M	M40-44	GBR	4 Performance UK / Team Orion		01:01:53	00:04:29	05:24:46	00:05:55	04:52:53	11:29:54
1604	1464	48	1619	Thomas Kalz	M	M55-59	DEU	Lieblingstruppe		01:53:59	00:06:05	05:41:07	00:05:04	03:43:41	11:29:55
1605	1465	277	758	Mark Prokaska	M	M40-44	DEU	Erdinger Active Team		01:36:40	00:05:18	05:32:28	00:01:37	04:14:01	11:30:02
1606	1466	133	371	Bonggyun Sin	M	M50-54	KOR	Geoje		01:26:20	00:04:07	05:49:27	00:05:40	04:04:31	11:30:03
1607	1467	134	2084	Christian Dorf	M	M50-54	DEU	TSV Baden Triathlon		01:15:25	00:06:03	05:36:35	00:04:21	04:27:40	11:30:03
1608	1468	278	2111	Michael Spudat	M	M40-44	DEU	SSV Forchheim - Team Breiningshuuf		01:18:18	00:02:17	05:32:00	00:02:44	04:34:51	11:30:08
1609	1469	49	2432	René Slavik	M	M55-59	DEU	Die Unglaublichen		01:34:42	00:05:23	05:36:04	00:04:41	04:09:28	11:30:15
1610	1470	135	2614	Ralf Diesslin	M	M50-54	DEU	Emil Frey Auto Fiegl		01:40:07	00:10:20	05:50:18	00:05:31	03:44:02	11:30:16
1611	141	23	959	Anneli Metsamaa	F	W35-39	EST	Triatloniklubi UP43		01:25:12	00:03:06	06:00:03	00:08:44	03:53:13	11:30:16
1612	1471	309	1092	Bernhard Zulliger	M	M35-39	CHE			01:12:12	00:04:17	05:29:36	00:10:03	04:34:14	11:30:20
1613	1472	136	875	Dieter Atzwanger	M	M50-54	ITA			01:02:30	00:03:44	05:40:18	00:05:27	04:38:34	11:30:30
1614	142	24	1593	Nicole Hoffmann	F	W35-39	DEU	VfB Fallersleben		01:07:45	00:02:28	05:54:34	00:04:04	04:21:41	11:30:30
1615	1473	279	2315	Philipp Rappold	M	M40-44	DEU			01:42:12	00:07:28	06:06:27	00:04:41	03:29:45	11:30:31
1616	1474	120	2167	Pieter Wijgers	M	M25-29	BEL			01:19:25	00:05:14	05:35:29	00:04:21	04:26:14	11:30:42
1617	1475	260	3456	Florian Norget	M	M30-34	DEU	Tri Finish Münster		01:20:11	00:05:07	05:51:03	00:02:39	04:11:46	11:30:44
1618	1476	280	1710	Peter Csandl	M	M40-44	AUT	Brauhaxler TriTeam		01:29:49	00:07:50	05:24:52	00:03:23	04:25:03	11:30:55
1619	1477	121	3129	Paul Ellinger	M	M25-29	AUT			01:26:42	00:06:22	05:55:28	00:05:54	03:56:31	11:30:55
1620	1478	310	3296	Jonas Strobel	M	M35-39	DEU			01:26:27	00:05:39	05:19:56	00:04:02	04:34:59	11:31:01
1621	1479	281	2636	Kristin Trappitt	M	M40-44	AUS			01:19:32	00:06:44	05:39:38	00:06:34	04:18:43	11:31:09
1622	1480	19	3412	Noam Kampf	M	M20-24	ISR	Iron Project		01:19:14	00:08:28	05:59:19	00:05:34	03:58:39	11:31:13
1623	1481	236	2107	Sascha Müller	M	M45-49	DEU	Erdinger Active Team		02:05:50	00:03:59	05:29:32	00:02:43	03:49:13	11:31:15
1624	1482	237	1892	Ian Russell	M	M45-49	GBR	International Triathlon Club Bahrain		01:08:25	00:03:56	05:27:46	00:04:28	04:46:47	11:31:20
1625	143	18	2487	Julia Rauch	F	W40-44	DEU			01:29:19	00:04:46	05:40:00	00:03:29	04:13:49	11:31:22
1626	1483	238	2204	Dieter Van Lommel	M	M45-49	BEL	Dforce		01:24:53	00:05:51	05:41:09	00:06:19	04:13:14	11:31:24
1627	1484	311	1065	Yury Yurchanka	M	M35-39	BLR			01:21:35	00:03:53	05:31:05	00:03:08	04:31:47	11:31:26
1628	1485	239	3043	Eric Waluja	M	M45-49	DEU			01:43:22	00:03:49	05:21:58	00:02:23	04:20:05	11:31:35
1629	1486	312	2905	Alexander Schuett	M	M35-39	DEU	DATEV		01:13:08	00:04:43	05:30:51	00:04:08	04:38:54	11:31:42
1630	1487	14	1963	Thomas Friedmann	M	M60-64	DEU			01:27:51	00:03:04	05:52:08	00:02:18	04:06:24	11:31:43
1631	1488	261	2831	Malte Jörg	M	M30-34	DEU	Hannover 96 Triathlon		01:11:36	00:05:25	05:42:38	00:03:42	04:28:37	11:31:55
1632	1489	240	1555	Stefan Schemmert	M	M45-49	DEU			01:32:18	00:04:38	05:38:05	00:06:42	04:10:21	11:32:01
1633	1490	137	1389	Bondarenko Aleksei	M	M50-54				01:23:14	00:04:09	05:50:01	00:05:19	04:09:21	11:32:02
1634	1491	138	3009	Francesco Maggi	M	M50-54	ITA	TRILAKE ASD (FITRI AFFILIATED-ITALY)		01:36:06	00:07:49	05:48:47	00:05:21	03:54:03	11:32:03
1635	1492	241	1143	Osman Coello	M	M45-49	HND	Athlos HN		01:05:58	00:04:21	05:49:46	00:04:06	04:27:57	11:32:06
1636	1493	242	1698	Christian Assing	M	M45-49	DEU	Schwimm Aktiv Club		01:22:38	00:03:02	05:30:01	00:02:46	04:33:57	11:32:22
1637	1494	50	1214	Michael Zarth	M	M55-59	DEU	Tri-As Hamm		01:41:10	00:04:07	05:16:44	00:05:46	04:24:36	11:32:22
1638	1495	20	2199	Oliver Pitsch	M	M20-24	CHE			01:24:35	00:03:45	05:28:18	00:03:50	04:31:58	11:32:25
1639	1496	262	1670	Patrick Tietz	M	M30-34	DEU	f_a_coaching		01:15:05	00:02:55	05:16:09	00:02:29	04:56:02	11:32:38
1640	1497	243	1785	Atish Nazir	M	M45-49	GBR	Thames Turbo Triathlon		01:16:56	00:03:51	06:03:04	00:04:34	04:04:16	11:32:39
1641	1498	244	2338	Jason Sim	M	M45-49	AUS			01:14:31	00:07:04	05:31:34	00:03:37	04:36:02	11:32:46
1642	1499	282	1547	Padraig Boland	M	M40-44	AUS	North Coast Tri Club		01:15:11	00:03:58	05:40:38	00:02:43	04:30:19	11:32:48
1643	1500	245	2546	Caesar Draser	M	M45-49	DEU	TSV Bayer Dormagen		01:30:41	00:05:06	05:45:19	00:03:59	04:07:45	11:32:49
1644	1501	313	2370	Christoph Schuller	M	M35-39	AUT			01:20:26	00:06:33	05:46:25	00:04:55	04:14:34	11:32:52
1645	1502	15	1983	Arie Scheurkogel	M	M60-64	USA	QT2 Systems		01:25:27	00:09:28	05:35:19	00:05:51	04:16:53	11:32:56
1646	144	8	2112	Hilke Wach	F	W50-54	DEU	team ggu-software.com		01:21:42	00:05:29	05:50:32	00:06:48	04:08:27	11:32:56
1647	1503	246	2478	Andreas Böhm	M	M45-49	AUT	TriTeam Marchfeld		01:15:29	00:04:13	05:35:34	00:02:35	04:35:08	11:32:57
1648	1504	139	3203	Itzik Haim	M	M50-54	ISR	TEAM SEROYA		01:44:39	00:05:54	06:00:21	00:04:51	03:37:36	11:33:19
1649	1505	314	3025	Hannes Popken	M	M35-39	DEU	Plattfuss Podcast		01:12:30	00:05:34	05:35:20	00:03:31	04:36:42	11:33:35
